"Continent","Country","State","County","GeographyCode","CentroidLat","CentroidLon"
Europe,Switzerland,Kanton Solothurn,"","","47.21","7.52"
Europe,Switzerland,Kanton Solothurn,Amtei Bucheggberg-Wasseramt,"","47.18","7.52"
Europe,Switzerland,Kanton Solothurn,Amtei Dorneck-Thierstein,"","47.42","7.61"
Europe,Switzerland,Kanton Solothurn,Amtei Olten-Gosgen,"","47.37","7.93"
Europe,Switzerland,Kanton Solothurn,Amtei Solothurn-Lebern,"","47.22","7.48"
Europe,Switzerland,Kanton Solothurn,Amtei Thal-Gau,"","47.32","7.66"
Europe,Switzerland,Kanton Solothurn,Bezirk Bucheggberg,"","47.13","7.48"
Europe,Switzerland,Kanton Solothurn,Bezirk Dorneck,"","47.48","7.62"
Europe,Switzerland,Kanton Solothurn,Bezirk Gaeu,"","47.30","7.78"
Europe,Switzerland,Kanton Solothurn,Bezirk Goesgen,"","47.38","7.92"
Europe,Switzerland,Kanton Solothurn,Bezirk Lebern,"","47.22","7.48"
Europe,Switzerland,Kanton Solothurn,Bezirk Olten,"","47.34","7.91"
Europe,Switzerland,Kanton Solothurn,Bezirk Solothurn,"","47.21","7.53"
Europe,Switzerland,Kanton Solothurn,Bezirk Thal,"","47.31","7.64"
Europe,Switzerland,Kanton Solothurn,Bezirk Thierstein,"","47.38","7.55"
Europe,Switzerland,Kanton Solothurn,Bezirk Wasseramt,"","47.19","7.59"
Europe,Switzerland,Kanton St. Gallen,"","","47.25","9.25"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis Rheintal,"","47.38","9.58"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis Rorschach,"","47.47","9.44"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis Sarganserland,"","47.05","9.43"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis See-Gaster,"","47.22","9.02"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis St. Gallen,"","47.46","9.39"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis Toggenburg,"","47.29","9.17"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis Werdenberg,"","47.18","9.46"
Europe,Switzerland,Kanton St. Gallen,Wahlkreis Wil,"","47.43","9.12"
Europe,Switzerland,Kanton Thurgau,"","","47.56","9.10"
Europe,Switzerland,Kanton Thurgau,Arbon,"","47.55","9.35"
Europe,Switzerland,Kanton Thurgau,Frauenfeld,"","47.61","8.89"
Europe,Switzerland,Kanton Thurgau,Kreuzlingen,"","47.63","9.16"
Europe,Switzerland,Kanton Thurgau,Muenchwilen,"","47.47","8.99"
Europe,Switzerland,Kanton Thurgau,Weinfelden,"","47.54","9.16"
Europe,Switzerland,Kanton Uri,"","","46.78","8.64"
Europe,Switzerland,Kanton Uri,Uri,"","46.83","8.64"
Europe,Switzerland,Kanton Zug,"","","47.16","8.54"
Europe,Switzerland,Kanton Zug,Zug,"","47.16","8.52"
Europe,Switzerland,Kanton Zurich,"","","47.42","8.67"
Europe,Switzerland,Kanton Zurich,Bezirk Affoltern,"","47.27","8.47"
Europe,Switzerland,Kanton Zurich,Bezirk Andelfingen,"","47.61","8.68"
Europe,Switzerland,Kanton Zurich,Bezirk Buelach,"","47.50","8.57"
Europe,Switzerland,Kanton Zurich,Bezirk Dielsdorf,"","47.47","8.46"
Europe,Switzerland,Kanton Zurich,Bezirk Dietikon,"","47.39","8.44"
Europe,Switzerland,Kanton Zurich,Bezirk Hinwil,"","47.30","8.83"
Europe,Switzerland,Kanton Zurich,Bezirk Horgen,"","47.26","8.60"
Europe,Switzerland,Kanton Zurich,Bezirk Meilen,"","47.28","8.66"
Europe,Switzerland,Kanton Zurich,Bezirk Pfaeffikon,"","47.41","8.77"
Europe,Switzerland,Kanton Zurich,Bezirk Uster,"","47.36","8.68"
Europe,Switzerland,Kanton Zurich,Bezirk Winterthur,"","47.51","8.77"
Europe,Switzerland,Kanton Zurich,Bezirk Zuerich,"","47.37","8.54"
Europe,Switzerland,Neuchatel,"","","46.99","6.80"
Europe,Switzerland,Neuchatel,District de Boudry,"","46.95","6.83"
Europe,Switzerland,Neuchatel,District de la Chaux-de-Fonds,"","47.12","6.84"
Europe,Switzerland,Neuchatel,District de Neuchatel,"","47.02","6.99"
Europe,Switzerland,Neuchatel,District du Locle,"","47.02","6.70"
Europe,Switzerland,Neuchatel,District du Val-de-Ruz,"","47.04","6.91"
Europe,Switzerland,Neuchatel,District du Val-de-Travers,"","46.90","6.56"
Europe,Switzerland,Ticino,"","","46.28","8.79"
Europe,Switzerland,Ticino,Distretto di Bellinzona,"","46.19","9.00"
Europe,Switzerland,Ticino,Distretto di Blenio,"","46.48","8.95"
Europe,Switzerland,Ticino,Distretto di Leventina,"","46.47","8.76"
Europe,Switzerland,Ticino,Distretto di Locarno,"","46.18","8.76"
Europe,Switzerland,Ticino,Distretto di Lugano,"","46.02","8.94"
Europe,Switzerland,Ticino,Distretto di Mendrisio,"","45.87","9.00"
Europe,Switzerland,Ticino,Distretto di Riviera,"","46.31","8.98"
Europe,Switzerland,Ticino,Vallemaggia,"","46.35","8.61"
Europe,Ukraine,"","",UA,"49.00","32.00"
Europe,Ukraine,Autonomous Republic of Crimea,"","","45.00","34.00"
Europe,Ukraine,Autonomous Republic of Crimea,Alushta municipality,"","44.67","34.41"
Europe,Ukraine,Autonomous Republic of Crimea,Alushtyns'ka Mis'krada,"","44.74","34.44"
Europe,Ukraine,Autonomous Republic of Crimea,Armyans'ka Mis'krada,"","46.14","33.68"
Europe,Ukraine,Autonomous Republic of Crimea,Armyansk municipality,"","46.11","33.69"
Europe,Ukraine,Autonomous Republic of Crimea,Bakhchysarays'kyy Rayon,"","44.70","33.92"
Europe,Ukraine,Autonomous Republic of Crimea,Bilohirs'kyy Rayon,"","45.06","34.56"
Europe,Ukraine,Autonomous Republic of Crimea,Chornomors'kyy Rayon,"","45.49","32.93"
Europe,Ukraine,Autonomous Republic of Crimea,Dzhankoy municipality,"","45.71","34.39"
Europe,Ukraine,Autonomous Republic of Crimea,Dzhankoys'ka Mis'krada,"","45.71","34.40"
Europe,Ukraine,Autonomous Republic of Crimea,Dzhankoys'kyy Rayon,"","45.79","34.39"
Europe,Ukraine,Autonomous Republic of Crimea,Feodosiya municipality,"","45.05","35.37"
Europe,Ukraine,Autonomous Republic of Crimea,Feodosiys'ka Mis'krada,"","45.03","35.31"
Europe,Ukraine,Autonomous Republic of Crimea,Kerch municipality,"","45.36","36.47"
Europe,Ukraine,Autonomous Republic of Crimea,Kerchens'ka Mis'krada,"","45.35","36.46"
Europe,Ukraine,Autonomous Republic of Crimea,Kirovs'kyy Rayon,"","45.16","35.18"
Europe,Ukraine,Autonomous Republic of Crimea,Krasnohvardiys'kyy Rayon,"","45.40","34.25"
Europe,Ukraine,Autonomous Republic of Crimea,Krasnoperekops'ka Mis'krada,"","45.97","33.81"
Europe,Ukraine,Autonomous Republic of Crimea,Krasnoperekops'kyy Rayon,"","45.97","33.88"
Europe,Ukraine,Autonomous Republic of Crimea,Krasnoperekopsk municipality,"","45.95","33.80"
Europe,Ukraine,Autonomous Republic of Crimea,Lenins'kyy Rayon,"","45.25","36.01"
Europe,Ukraine,Autonomous Republic of Crimea,Nyzhn'ohirs'kyy Rayon,"","45.50","34.83"
Europe,Ukraine,Autonomous Republic of Crimea,Pervomays'kyy Rayon,"","45.60","33.83"
Europe,Ukraine,Autonomous Republic of Crimea,Rozdol'nens'kyy Rayon,"","45.67","33.44"
Europe,Ukraine,Autonomous Republic of Crimea,Saki municipality,"","45.13","33.60"
Europe,Ukraine,Autonomous Republic of Crimea,Saks'ka Mis'krada,"","45.13","33.57"
Europe,Ukraine,Autonomous Republic of Crimea,Saks'kyy Rayon,"","45.28","33.53"
Europe,Ukraine,Autonomous Republic of Crimea,Simferopol municipality,"","44.95","34.11"
Europe,Ukraine,Autonomous Republic of Crimea,Simferopol's'ka Mis'krada,"","44.98","34.06"
Europe,Ukraine,Autonomous Republic of Crimea,Simferopol's'kyy Rayon,"","45.00","34.08"
Europe,Ukraine,Autonomous Republic of Crimea,Sovyets'kyy Rayon,"","45.32","34.93"
Europe,Ukraine,Autonomous Republic of Crimea,Sudak municipality,"","44.85","34.98"
Europe,Ukraine,Autonomous Republic of Crimea,Yalta municipality,"","44.50","34.16"
Europe,Ukraine,Autonomous Republic of Crimea,Yaltyns'ka Mis'krada,"","44.50","34.11"
Europe,Ukraine,Autonomous Republic of Crimea,Yevpatoria municipality,"","45.20","33.36"
Europe,Ukraine,Autonomous Republic of Crimea,Yevpatoriys'ka Mis'krada,"","45.20","33.35"
Europe,Ukraine,Cherkas'ka Oblast',"","","49.00","31.00"
Europe,Ukraine,Cherkas'ka Oblast',Chernobayevskiy Rayon,"","49.67","32.42"
Europe,Ukraine,Cherkas'ka Oblast',Drabiv Raion,"","49.92","32.25"
Europe,Ukraine,Cherkas'ka Oblast',Man'kovskiy Rayon,"","49.00","30.33"
Europe,Ukraine,Chernihivs'ka Oblast',"","","51.00","32.00"
Europe,Ukraine,Chernihivs'ka Oblast',Menskiy Rayon,"","51.50","32.25"
Europe,Ukraine,Chernihivs'ka Oblast',Prilukskiy Rayon,"","50.50","32.42"
Europe,Ukraine,Chernihivs'ka Oblast',Varvinskiy Rayon,"","50.42","32.75"
Europe,Ukraine,Chernivets'ka Oblast',"","","48.25","26.00"
Europe,Ukraine,Chernivets'ka Oblast',Sokiryanskiy Rayon,"","48.50","27.33"
Europe,Ukraine,Dnipropetrovska Oblast',"","","48.50","35.00"
Europe,Ukraine,Dnipropetrovska Oblast',"""Yur""""yivs'kyy Rayon""","","48.81","35.91"
Europe,Ukraine,Dnipropetrovska Oblast',Amur-Nizhnedneprovskiy Rayon,"","48.45","34.98"
Europe,Ukraine,Dnipropetrovska Oblast',Babushkinskiy Rayon,"","48.40","35.01"
Europe,Ukraine,Dnipropetrovska Oblast',Bagleyskiy Rayon,"","48.49","34.65"
Europe,Ukraine,Dnipropetrovska Oblast',Brezhnevskiy Rayon,"","48.50","34.62"
Europe,Ukraine,Dnipropetrovska Oblast',Dnepropetrovskiy Rayon,"","48.46","35.02"
Europe,Ukraine,Dnipropetrovska Oblast',Dneprovskiy Rayon,"","48.54","34.56"
Europe,Ukraine,Dnipropetrovska Oblast',Dniprodzerzhyns'ka Mis'krada,"","48.52","34.62"
Europe,Ukraine,Dnipropetrovska Oblast',Dnipropetrovs'ka Mis'krada,"","48.47","35.00"
Europe,Ukraine,Dnipropetrovska Oblast',Industrial'nyy Rayon,"","48.45","34.98"
Europe,Ukraine,Dnipropetrovska Oblast',Kirovskiy Rayon,"","48.48","35.03"
Europe,Ukraine,Dnipropetrovska Oblast',Krasnogvardeyskiy Rayon,"","48.42","34.97"
Europe,Ukraine,Dnipropetrovska Oblast',Leninskiy Rayon,"","48.47","34.91"
Europe,Ukraine,Dnipropetrovska Oblast',Mahdalynivs'kyy Rayon,"","48.98","34.97"
Europe,Ukraine,Dnipropetrovska Oblast',Nikopol's'ka Mis'krada,"","47.58","34.37"
Europe,Ukraine,Dnipropetrovska Oblast',Novomoskovs'ka Mis'krada,"","48.63","35.22"
Europe,Ukraine,Dnipropetrovska Oblast',Ordzhonikidzevs'ka Mis'krada,"","47.65","34.09"
Europe,Ukraine,Dnipropetrovska Oblast',Pavlohrads'ka Mis'krada,"","48.54","35.92"
Europe,Ukraine,Dnipropetrovska Oblast',Pershotravens'ka Mis'krada,"","48.35","36.40"
Europe,Ukraine,Dnipropetrovska Oblast',Petrykivs'kyy Rayon,"","48.69","34.61"
Europe,Ukraine,Dnipropetrovska Oblast',Samarskiy Rayon,"","48.45","35.13"
Europe,Ukraine,Dnipropetrovska Oblast',Synel'nykivs'ka Mis'krada,"","48.32","35.52"
Europe,Ukraine,Dnipropetrovska Oblast',Ternivs'ka Mis'krada,"","48.52","36.08"
Europe,Ukraine,Dnipropetrovska Oblast',Tsarychans'kyy Rayon,"","48.93","34.53"
Europe,Ukraine,Dnipropetrovska Oblast',Vil'nohirs'ka Mis'krada,"","48.49","34.03"
Europe,Ukraine,Dnipropetrovska Oblast',Zhovtnevyy Rayon,"","48.43","35.06"
Europe,Ukraine,Donets'ka Oblast',"","","48.00","37.50"
Europe,Ukraine,Donets'ka Oblast',"""Slov""""yans'ka Mis'krada""","","48.85","37.62"
Europe,Ukraine,Donets'ka Oblast',Artemivs'ka Mis'krada,"","48.60","38.00"
Europe,Ukraine,Donets'ka Oblast',Avdiyivs'ka Mis'krada,"","48.14","37.75"
Europe,Ukraine,Donets'ka Oblast',Debal'tsivs'ka Mis'krada,"","48.34","38.42"
Europe,Ukraine,Donets'ka Oblast',Dobropil's'ka Mis'krada,"","48.47","37.08"
Europe,Ukraine,Donets'ka Oblast',Dokuchayevs'ka Mis'krada,"","47.75","37.68"
Europe,Ukraine,Donets'ka Oblast',Donets'ka Mis'krada,"","47.94","37.84"
Europe,Ukraine,Donets'ka Oblast',Druzhkivs'ka Mis'krada,"","48.62","37.53"
Europe,Ukraine,Donets'ka Oblast',Dymytrovs'ka Mis'krada,"","48.29","37.27"
Europe,Ukraine,Donets'ka Oblast',Dzerzhyns'ka Mis'krada,"","48.38","37.87"
Europe,Ukraine,Donets'ka Oblast',Horlivs'ka Mis'krada,"","48.34","38.08"
Europe,Ukraine,Donets'ka Oblast',Khartsyz'ka Mis'krada,"","48.03","38.25"
Europe,Ukraine,Donets'ka Oblast',Kirovs'ka Mis'krada,"","48.15","38.36"
Europe,Ukraine,Donets'ka Oblast',Kostyantynivs'ka Mis'krada,"","48.53","37.71"
Europe,Ukraine,Donets'ka Oblast',Kramators'ka Mis'krada,"","48.72","37.55"
Europe,Ukraine,Donets'ka Oblast',Krasnoarmiys'ka Mis'krada,"","48.28","37.17"
Europe,Ukraine,Donets'ka Oblast',Krasnolymans'ka Mis'krada,"","48.98","37.82"
Europe,Ukraine,Donets'ka Oblast',Makiyivs'ka Mis'krada,"","48.06","38.03"
Europe,Ukraine,Donets'ka Oblast',Mariupol's'ka Mis'krada,"","47.14","37.55"
Europe,Ukraine,Donets'ka Oblast',Novohrodivs'ka Mis'krada,"","48.21","37.33"
Europe,Ukraine,Donets'ka Oblast',Selydivs'ka Mis'krada,"","48.15","37.30"
Europe,Ukraine,Donets'ka Oblast',Shakhtars'ka Mis'krada,"","48.07","38.46"
Europe,Ukraine,Donets'ka Oblast',Snizhnyans'ka Mis'krada,"","48.04","38.76"
Europe,Ukraine,Donets'ka Oblast',Torez'ka Mis'krada,"","48.04","38.63"
Europe,Ukraine,Donets'ka Oblast',Vuhledars'ka Mis'krada,"","47.78","37.25"
Europe,Ukraine,Donets'ka Oblast',Yasynuvats'ka Mis'krada,"","48.13","37.87"
Europe,Ukraine,Donets'ka Oblast',Yenakiyevs'ka Mis'krada,"","48.24","38.25"
Europe,Ukraine,Donets'ka Oblast',Zhdanivs'ka Mis'krada,"","48.13","38.27"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',"","","48.50","24.50"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Bogorodchanskiy Rayon,"","48.83","24.50"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Borshchevskiy Rayon,"","48.75","26.00"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Dolyns'kyy Rayon,"","49.00","24.00"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Galichskiy Rayon,"","49.08","24.67"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Gorodenkovskiy Rayon,"","48.67","25.50"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Kalushskiy Rayon,"","49.00","24.33"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Kolomyyskiy Rayon,"","48.50","25.17"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Kosovskiy Rayon,"","48.33","25.08"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Nadvirnyans'kyy Rayon,"","48.50","24.33"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Rogatinskiy Rayon,"","49.42","24.58"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Rozhnyativs'kyy Rayon,"","48.83","24.08"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Snyatynskiy Rayon,"","48.50","25.50"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Tlumachskiy Rayon,"","48.92","25.00"
Europe,Ukraine,Ivano-Frankivs'ka Oblast',Tysmenitskiy Rayon,"","48.90","24.85"
Europe,Ukraine,Izyaslavskiy Rayon,"","","",""
Europe,Ukraine,Izyaslavskiy Rayon,Izyaslavskiy Rayon,"","50.08","26.83"
Europe,Ukraine,Izyaslavskiy Rayon,Khmel'nitskiy Rayon,"","49.42","27.00"
Europe,Ukraine,Izyaslavskiy Rayon,Krasilovskiy Rayon,"","49.67","27.00"
Europe,Ukraine,Izyaslavskiy Rayon,Letichevskiy Rayon,"","49.42","27.67"
Europe,Ukraine,Kharkivs'ka Oblast',"","","49.50","36.50"
Europe,Ukraine,Kharkivs'ka Oblast',"""Kup""""yans'ka Mis'kdada""","","49.68","37.64"
Europe,Ukraine,Kharkivs'ka Oblast',Chuhuyivs'ka Mis'krada,"","49.84","36.74"
Europe,Ukraine,Kharkivs'ka Oblast',Izyums'ka Mis'krada,"","49.20","37.28"
Europe,Ukraine,Kharkivs'ka Oblast',Kharkivs'ka Mis'krada,"","49.98","36.27"
Europe,Ukraine,Kharkivs'ka Oblast',Kolomats'kyy Rayon,"","49.84","35.30"
Europe,Ukraine,Kharkivs'ka Oblast',Lozivs'ka Mis'krada,"","48.89","36.35"
Europe,Ukraine,Kharkivs'ka Oblast',Lyubotyns'ka Mis'krada,"","49.94","35.92"
Europe,Ukraine,Kharkivs'ka Oblast',Pecheniz'kyy Rayon,"","49.92","37.01"
Europe,Ukraine,Kharkivs'ka Oblast',Pervomays'ka Mis'krada,"","49.38","36.22"
Europe,Ukraine,Kharkivs'ka Oblast',Zolochevskiy Rayon,"","50.35","35.99"
Europe,Ukraine,Khersons'ka Oblast',"","","46.50","34.00"
Europe,Ukraine,Khersons'ka Oblast',Heniches'kyy Rayon,"","46.26","34.74"
Europe,Ukraine,Khersons'ka Oblast',Nizhneserogozskiy Rayon,"","46.92","34.50"
Europe,Ukraine,Khersons'ka Oblast',Novotroyits'kyy Rayon,"","46.35","34.26"
Europe,Ukraine,Khmel'nyts'ka Oblast',"","","49.50","27.00"
Europe,Ukraine,Khmel'nyts'ka Oblast',Belogorskiy Rayon,"","50.00","26.33"
Europe,Ukraine,Khmel'nyts'ka Oblast',Chemerovets'kyy Rayon,"","49.00","26.33"
Europe,Ukraine,Khmel'nyts'ka Oblast',Derazhnyanskiy Rayon,"","49.25","27.42"
Europe,Ukraine,Khmel'nyts'ka Oblast',Dunayevetskiy Rayon,"","48.83","26.83"
Europe,Ukraine,Khmel'nyts'ka Oblast',Horodots'kyy Rayon,"","49.25","26.58"
Europe,Ukraine,Khmel'nyts'ka Oblast',Teofipol'skiy Rayon,"","49.83","26.42"
Europe,Ukraine,Kirovohrads'ka Oblast',"","","48.50","32.00"
Europe,Ukraine,Kirovohrads'ka Oblast',Dobrovelichkovskiy Rayon,"","48.50","31.00"
Europe,Ukraine,Kirovohrads'ka Oblast',Dolinskiy Rayon,"","48.17","33.00"
Europe,Ukraine,Kirovohrads'ka Oblast',Maloviskovskiy Rayon,"","48.67","31.58"
Europe,Ukraine,Kyiv Oblast,"","","50.25","30.50"
Europe,Ukraine,Kyiv Oblast,Baryshevskiy Rayon,"","50.33","31.33"
Europe,Ukraine,Kyiv Oblast,Bila Tserkva Raion,"","49.75","30.08"
Europe,Ukraine,Kyiv Oblast,Borispol'skiy Rayon,"","50.33","31.02"
Europe,Ukraine,Kyiv Oblast,Brovary Raion,"","50.58","31.00"
Europe,Ukraine,Kyiv Oblast,Fastiv Raion,"","50.08","30.00"
Europe,Ukraine,Kyiv Oblast,Ivankiv Raion,"","51.00","29.92"
Europe,Ukraine,Kyiv Oblast,Kaharlyk Raion,"","49.92","30.75"
Europe,Ukraine,Kyiv Oblast,Makariv Raion,"","50.50","29.75"
Europe,Ukraine,Kyiv Oblast,Obukhiv Raion,"","50.17","30.67"
Europe,Ukraine,Kyiv Oblast,Pereiaslav-Khmelnytskyi Raion,"","50.08","31.50"
Europe,Ukraine,Kyiv Oblast,Rokytne Raion,"","49.75","30.50"
Europe,Ukraine,Kyiv Oblast,Skvirskiy Rayon,"","49.75","29.58"
Europe,Ukraine,Kyiv Oblast,Vasylkiv Raion,"","50.17","30.33"
Europe,Ukraine,Kyiv Oblast,Vyshgorodskiy Rayon,"","50.58","30.50"
Europe,Ukraine,Kyiv Oblast,Yagotinskiy Rayon,"","50.25","31.92"
Europe,Ukraine,L'vivs'ka Oblast',"","","50.00","24.00"
Europe,Ukraine,L'vivs'ka Oblast',Boryslavs'ka Mis'krada,"","49.29","23.42"
Europe,Ukraine,L'vivs'ka Oblast',Chervonohrads'ka Mis'krada,"","50.38","24.23"
Europe,Ukraine,L'vivs'ka Oblast',Drohobyts'ka Mis'krada,"","49.35","23.51"
Europe,Ukraine,L'vivs'ka Oblast',L'vivs'ka Mis'krada,"","49.84","24.01"
Europe,Ukraine,L'vivs'ka Oblast',Morshyns'ka Mis'krada,"","49.15","23.87"
Europe,Ukraine,L'vivs'ka Oblast',Novorozdil's'ka Mis'krada,"","49.47","24.12"
Europe,Ukraine,L'vivs'ka Oblast',Sambirs'ka Mis'krada,"","49.52","23.21"
Europe,Ukraine,L'vivs'ka Oblast',Stryys'ka Mis'krada,"","49.26","23.84"
Europe,Ukraine,L'vivs'ka Oblast',Truskavets'ka Mis'krada,"","49.27","23.51"
Europe,Ukraine,Luhans'ka Oblast',"","","49.00","39.00"
Europe,Ukraine,Luhans'ka Oblast',Alchevs'ka Mis'krada,"","48.48","38.80"
Europe,Ukraine,Luhans'ka Oblast',Antratsytivs'ka Mis'krada,"","48.11","39.07"
Europe,Ukraine,Luhans'ka Oblast',Antratsytivs'kyy Rayon,"","48.12","39.06"
Europe,Ukraine,Luhans'ka Oblast',Bryankivs'ka Mis'krada,"","48.50","38.67"
Europe,Ukraine,Luhans'ka Oblast',Kirovs'ka Mis'krada,"","48.63","38.65"
Europe,Ukraine,Luhans'ka Oblast',Krasnodons'ka Mis'krada,"","48.31","39.74"
Europe,Ukraine,Luhans'ka Oblast',Krasnoluts'ka Mis'krada,"","48.13","38.87"
Europe,Ukraine,Luhans'ka Oblast',Luhans'ka Mis'krada,"","48.58","39.35"
Europe,Ukraine,Luhans'ka Oblast',Lutuginskiy Rayon,"","48.42","39.25"
Europe,Ukraine,Luhans'ka Oblast',Lysychans'ka Mis'krada,"","48.93","38.39"
Europe,Ukraine,Luhans'ka Oblast',Pervomays'ka Mis'krada,"","48.63","38.56"
Europe,Ukraine,Luhans'ka Oblast',Roven'kivs'ka Mis'krada,"","47.98","39.37"
Europe,Ukraine,Luhans'ka Oblast',Rubizhans'ka Mis'krada,"","49.01","38.39"
Europe,Ukraine,Luhans'ka Oblast',Stakhanovs'ka Mis'krada,"","48.56","38.62"
Europe,Ukraine,Luhans'ka Oblast',Sverdlovs'ka Mis'krada,"","48.07","39.58"
Europe,Ukraine,Luhans'ka Oblast',Syevyerodonets'ka Mis'krada,"","48.90","38.56"
Europe,Ukraine,Misto Kyyiv,"","","50.43","30.52"
Europe,Ukraine,Misto Kyyiv,Darnytsia Raion,"","50.41","30.69"
Europe,Ukraine,Misto Kyyiv,Desnyans'kyy Rayon,"","50.54","30.61"
Europe,Ukraine,Misto Kyyiv,Dnipro Raion,"","50.47","30.63"
Europe,Ukraine,Misto Kyyiv,Holosiiv Raion,"","50.33","30.57"
Europe,Ukraine,Misto Kyyiv,Obolons'kyy Rayon,"","50.54","30.51"
Europe,Ukraine,Misto Kyyiv,Pechersk Raion,"","50.42","30.57"
Europe,Ukraine,Misto Kyyiv,Podil's'kyy Rayon,"","50.45","30.53"
Europe,Ukraine,Misto Kyyiv,Shevchenkivs'kyy Rayon,"","50.43","30.52"
Europe,Ukraine,Misto Kyyiv,Solomianka Rayon,"","50.43","30.45"
Europe,Ukraine,Misto Kyyiv,Svyatoshyns'kyy Rayon,"","50.49","30.38"
Europe,Ukraine,Misto Sevastopol',"","","44.60","33.53"
Europe,Ukraine,Misto Sevastopol',Balaklavskiy Rayon,"","44.51","33.67"
Europe,Ukraine,Misto Sevastopol',Nakhimovskiy Rayon,"","44.70","33.58"
Europe,Ukraine,Mykolayivs'ka Oblast',"","","47.25","32.00"
Europe,Ukraine,Mykolayivs'ka Oblast',Al Majar Al Kabeer,"","47.20","31.60"
Europe,Ukraine,Mykolayivs'ka Oblast',Domanevskiy Rayon,"","47.75","31.00"
Europe,Ukraine,Odes'ka Oblast',"","","47.00","30.00"
Europe,Ukraine,Odes'ka Oblast',Balts'kyy Rayon,"","48.00","29.58"
Europe,Ukraine,Odes'ka Oblast',Kodyms'kyy Rayon,"","48.08","29.25"
Europe,Ukraine,Odes'ka Oblast',Kotovs'kyy Rayon,"","47.75","29.58"
Europe,Ukraine,Odes'ka Oblast',Lyubashevskiy Rayon,"","47.75","30.25"
Europe,Ukraine,Odes'ka Oblast',Sarats'kyy Rayon,"","46.08","29.75"
Europe,Ukraine,Odes'ka Oblast',Tarutyns'kyy Rayon,"","46.17","29.17"
Europe,Ukraine,Odes'ka Oblast',Velykomykhaylivs'kyy Rayon,"","47.00","29.75"
Europe,Ukraine,Poltavs'ka Oblast',"","","49.48","33.82"
Europe,Ukraine,Poltavs'ka Oblast',Avtozavodskiy Rayon,"","49.09","33.42"
Europe,Ukraine,Poltavs'ka Oblast',Chernukhinskiy Rayon,"","50.25","33.00"
Europe,Ukraine,Poltavs'ka Oblast',Chutivs'kyy Rayon,"","49.72","35.10"
Europe,Ukraine,Poltavs'ka Oblast',Dykans'kyy Rayon,"","49.82","34.42"
Europe,Ukraine,Poltavs'ka Oblast',Globinskiy Rayon,"","49.33","33.33"
Europe,Ukraine,Poltavs'ka Oblast',Grebenkovskiy Rayon,"","50.08","32.42"
Europe,Ukraine,Poltavs'ka Oblast',Karlivs'kyy Rayon,"","49.46","35.20"
Europe,Ukraine,Poltavs'ka Oblast',Khorol'skiy Rayon,"","49.83","33.25"
Europe,Ukraine,Poltavs'ka Oblast',Kobelyats'kyy Rayon,"","49.05","34.16"
Europe,Ukraine,Poltavs'ka Oblast',Komsomolskiy Rayon,"","49.03","33.62"
Europe,Ukraine,Poltavs'ka Oblast',Kotelevs'kyy Rayon,"","49.97","34.78"
Europe,Ukraine,Poltavs'ka Oblast',Kozelshchyna Raion,"","49.21","33.85"
Europe,Ukraine,Poltavs'ka Oblast',Kremenchugskiy Rayon,"","49.08","33.44"
Europe,Ukraine,Poltavs'ka Oblast',Kryukovskiy Rayon,"","49.07","33.45"
Europe,Ukraine,Poltavs'ka Oblast',Lokhvitskiy Rayon,"","50.00","32.75"
Europe,Ukraine,Poltavs'ka Oblast',Lubenskiy Rayon,"","50.00","33.08"
Europe,Ukraine,Poltavs'ka Oblast',Mashivs'kyy Rayon,"","49.37","34.88"
Europe,Ukraine,Poltavs'ka Oblast',Myrhorods'kyy Rayon,"","50.06","33.66"
Europe,Ukraine,Poltavs'ka Oblast',Novosanzhars'kyy Rayon,"","49.31","34.46"
Europe,Ukraine,Poltavs'ka Oblast',Novosanzharskiy Rayon,"","49.42","34.33"
Europe,Ukraine,Poltavs'ka Oblast',Orzhitskiy Rayon,"","49.83","32.67"
Europe,Ukraine,Poltavs'ka Oblast',Piryatinskiy Rayon,"","50.25","32.42"
Europe,Ukraine,Poltavs'ka Oblast',Poltavs'ka Mis'krada,"","49.60","34.55"
Europe,Ukraine,Poltavs'ka Oblast',Poltavs'kyy Rayon,"","49.60","34.58"
