"Continent","Country","State","County","GeographyCode","CentroidLat","CentroidLon"
Africa,South Africa,"","",ZA,-29.00,"24.00"
Africa,South Africa,Eastern Cape,"","",-32.00,"26.00"
Africa,South Africa,Eastern Cape,Alfred Nzo District Municipality,"",-30.67,"29.15"
Africa,South Africa,Eastern Cape,Amathole District Municipality,"",-32.56,"27.46"
Africa,South Africa,Eastern Cape,Buffalo City Metropolitan Municipality,"",-32.95,"27.61"
Africa,South Africa,Eastern Cape,Cacadu District Municipality,"",-33.07,"24.78"
Africa,South Africa,Eastern Cape,Chris Hani District Municipality,"",-31.79,"26.44"
Africa,South Africa,Eastern Cape,Joe Gqabi District Municipality,"",-30.94,"27.06"
Africa,South Africa,Eastern Cape,Nelson Mandela Bay Metropolitan Municipality,"",-33.80,"25.49"
Africa,South Africa,Eastern Cape,OR Tambo District Municipality,"",-31.47,"29.05"
Africa,South Africa,Free State,"","",-29.00,"26.00"
Africa,South Africa,Free State,Fezile Dabi District Municipality,"",-27.34,"27.72"
Africa,South Africa,Free State,Lejweleputswa District Municipality,"",-28.24,"26.13"
Africa,South Africa,Free State,Mangaung Metropolitan Municipality,"",-29.16,"26.35"
Africa,South Africa,Free State,Thabo Mofutsanyana District Municipality,"",-28.24,"28.34"
Africa,South Africa,Free State,Xhariep District Municipality,"",-29.84,"25.83"
Africa,South Africa,Gauteng,"","",-26.08,"28.25"
Africa,South Africa,Gauteng,City of Johannesburg Metropolitan Municipality,"",-26.18,"27.96"
Africa,South Africa,Gauteng,City of Tshwane Metropolitan Municipality,"",-25.66,"28.44"
Africa,South Africa,Gauteng,Ekurhuleni Metropolitan Municipality,"",-26.20,"28.31"
Africa,South Africa,Gauteng,Sedibeng District Municipality,"",-26.57,"28.18"
Africa,South Africa,Gauteng,West Rand District Municipality,"",-26.25,"27.56"
Africa,South Africa,Limpopo,"","",-24.00,"29.50"
Africa,South Africa,Limpopo,Capricorn District Municipality,"",-23.48,"29.18"
Africa,South Africa,Limpopo,Mopani District Municipality,"",-23.77,"30.84"
Africa,South Africa,Limpopo,Sekhukhune District Municipality,"",-24.83,"29.84"
Africa,South Africa,Limpopo,Vhembe District Municipality,"",-22.75,"30.19"
Africa,South Africa,Limpopo,Waterberg District Municipality,"",-24.21,"27.98"
Africa,South Africa,Mpumalanga,"","",-26.00,"30.00"
Africa,South Africa,Mpumalanga,Ehlanzeni District,"",-25.35,"31.36"
Africa,South Africa,Mpumalanga,Gert Sibande District Municipality,"",-26.67,"29.93"
Africa,South Africa,Mpumalanga,Nkangala District Municipality,"",-25.71,"29.42"
Africa,South Africa,Province of KwaZulu-Natal,"","",-29.00,"30.00"
Africa,South Africa,Province of KwaZulu-Natal,Amajuba District Municipality,"",-27.74,"30.14"
Africa,South Africa,Province of KwaZulu-Natal,eThekwini Metropolitan Municipality,"",-29.87,"31.02"
Africa,South Africa,Province of KwaZulu-Natal,iLembe District Municipality,"",-29.27,"31.14"
Africa,South Africa,Province of KwaZulu-Natal,Sisonke District Municipality,"",-30.11,"29.66"
Africa,South Africa,Province of KwaZulu-Natal,Ugu District Municipality,"",-30.54,"30.27"
Africa,South Africa,Province of KwaZulu-Natal,uMgungundlovu District Municipality,"",-29.51,"30.20"
Africa,South Africa,Province of KwaZulu-Natal,uMkhanyakude District Municipality,"",-27.62,"32.33"
Africa,South Africa,Province of KwaZulu-Natal,uMzinyathi District Municipality,"",-28.59,"30.56"
Africa,South Africa,Province of KwaZulu-Natal,uThukela District Municipality,"",-28.72,"29.66"
Africa,South Africa,Province of KwaZulu-Natal,uThungulu District Municipality,"",-28.70,"31.52"
Africa,South Africa,Province of KwaZulu-Natal,Zululand District Municipality,"",-27.81,"31.29"
Africa,South Africa,Province of North West,"","",-26.50,"26.00"
Africa,South Africa,Province of North West,Bojanala Platinum District Municipality,"",-25.43,"27.22"
Africa,South Africa,Province of North West,Dr Kenneth Kaunda District Municipality,"",-26.81,"26.57"
Africa,South Africa,Province of North West,Dr Ruth Segomotsi Mompati District Municipality,"",-26.64,"24.27"
Africa,South Africa,Province of North West,Ngaka Modiri Molema District Municipality,"",-25.96,"25.81"
Africa,South Africa,Province of Northern Cape,"","",-29.50,"22.00"
Africa,South Africa,Province of Northern Cape,Frances Baard District Municipality,"",-28.30,"24.38"
Africa,South Africa,Province of Northern Cape,John Taolo Gaetsewe District Municipality,"",-27.05,"23.05"
Africa,South Africa,Province of Northern Cape,Namakwa District Municipality,"",-30.54,"19.43"
Africa,South Africa,Province of Northern Cape,Pixley ka Seme District Municipality,"",-30.29,"23.26"
Africa,South Africa,Province of Northern Cape,Siyanda District Municipality,"",-28.00,"21.18"
Africa,South Africa,Province of the Western Cape,"","",-34.00,"20.00"
Africa,South Africa,Province of the Western Cape,Cape Winelands District Municipality,"",-33.32,"19.69"
Africa,South Africa,Province of the Western Cape,Central Karoo District Municipality,"",-32.63,"22.21"
Africa,South Africa,Province of the Western Cape,City of Cape Town,"",-33.92,"18.42"
Africa,South Africa,Province of the Western Cape,Eden District Municipality,"",-33.82,"22.01"
Africa,South Africa,Province of the Western Cape,Overberg District Municipality,"",-34.26,"19.94"
Africa,South Africa,Province of the Western Cape,West Coast District Municipality,"",-32.10,"18.63"
Africa,South Sudan,"","",SS,"7.50","30.00"
Africa,South Sudan,Akobo,"","","",""
Africa,South Sudan,Akobo,Akobo,"","7.80","33.00"
Africa,South Sudan,Akobo,Maiwut,"","8.60","33.92"
Africa,South Sudan,Budi,"","","",""
Africa,South Sudan,Budi,Budi,"","4.26","33.46"
Africa,South Sudan,Budi,Ikotos,"","4.08","33.11"
Africa,South Sudan,Central Equatoria State,"","","4.75","31.00"
Africa,South Sudan,Central Equatoria State,Juba County,"","4.86","31.56"
Africa,South Sudan,Central Equatoria State,Terkaka,"","5.62","31.45"
Africa,South Sudan,Eastern Equatoria,"","","4.90","33.80"
Africa,South Sudan,Eastern Equatoria,Al Mudiriyah al Istiwa'iyah ash Sharqiyah,"","5.00","32.50"
Africa,South Sudan,Eastern Equatoria,Magwi County,"","4.13","32.30"
Africa,South Sudan,Jonglei,"","","7.40","32.40"
Africa,South Sudan,Jonglei,Mudiriyat Junqali,"","7.50","32.00"
Africa,South Sudan,Lakes,"","","6.75","30.00"
Africa,South Sudan,Lakes,Mudiriyat al Buhayrat,"","7.00","29.50"
Africa,South Sudan,Lakes,Shobet,"","7.25","29.25"
Africa,South Sudan,Northern Bahr el Ghazal,"","","8.85","27.00"
Africa,South Sudan,Northern Bahr el Ghazal,Mudiriyat Bahr al Ghazal ash Sharqiyah,"","9.00","27.50"
Africa,South Sudan,Unity,"","","8.65","29.85"
Africa,South Sudan,Upper Nile,"","","10.00","32.70"
Africa,South Sudan,Upper Nile,Mudiriyat A`ali an Nil,"","9.50","32.00"
Africa,South Sudan,Warrap State,"","","8.00","28.85"
Africa,South Sudan,Western Bahr el Ghazal State,"","","8.15","26.00"
Africa,South Sudan,Western Equatoria,"","","5.40","28.40"
Africa,South Sudan,Western Equatoria,Province of West Equatoria,"","5.50","28.50"
Africa,Sudan,"","",SD,"16.00","30.00"
Africa,Sudan,Al Fushqa,"","","",""
Africa,Sudan,Al Fushqa,Al Fushqa,"","14.08","36.08"
Africa,Sudan,Al Jazirah State,"","","14.60","33.35"
Africa,Sudan,Al Jazirah State,El Meilig Rural Council,"","15.25","32.83"
Africa,Sudan,Al Jazirah State,Mudiriyat al Jazirah,"","14.50","33.00"
Africa,Sudan,Al Qadarif State,"","","14.05","35.35"
Africa,Sudan,Al Qadarif State,Gedaref North Rural Council,"","15.00","35.00"
Africa,Sudan,Al Qadarif State,Seteet,"","14.67","36.15"
Africa,Sudan,Baw,"","","",""
Africa,Sudan,Baw,Baw,"","11.38","34.08"
Africa,Sudan,Blue Nile,"","","11.15","34.10"
Africa,Sudan,Central Darfur State,"","","12.33","23.42"
Africa,Sudan,Eastern Darfur State,"","","11.17","26.50"
Africa,Sudan,Kassala State,"","","15.90","35.65"
Africa,Sudan,Kassala State,Mudiriyat Kassala,"","15.00","35.50"
Africa,Sudan,Khartoum,"","","15.80","33.00"
Africa,Sudan,Khartoum,Karary,"","16.14","32.12"
Africa,Sudan,Khartoum,Khartoum,"","15.51","32.54"
Africa,Sudan,Khartoum,Khartoum North,"","15.87","32.82"
Africa,Sudan,Khartoum,Omdurman,"","15.76","32.29"
Africa,Sudan,Khartoum,Sharg En Nile,"","15.77","33.56"
Africa,Sudan,Merawi,"","","",""
Africa,Sudan,Merawi,Merawi,"","18.31","31.94"
Africa,Sudan,Northern,"","","19.30","29.50"
Africa,Sudan,Northern,Al Mudiriyah ash Shamaliyah,"","19.00","30.00"
Africa,Sudan,Northern Darfur,"","","16.00","25.50"
Africa,Sudan,Northern Darfur,Mudiriyat Darfur ash Shamaliyah,"","15.50","25.50"
Africa,Sudan,Northern Kordofan,"","","14.50","29.50"
Africa,Sudan,Northern Kordofan,En Nuhud,"","12.88","29.05"
Africa,Sudan,Northern Kordofan,Ghebeish,"","12.53","27.74"
Africa,Sudan,Northern Kordofan,Mudiriyat Kurdufan ash Shamaliyah,"","14.50","29.50"
Africa,Sudan,Northern Kordofan,Sheikan,"","13.13","30.08"
Africa,Sudan,Northern Kordofan,Um Rawaba,"","13.21","31.23"
Africa,Sudan,Red Sea,"","","20.00","36.00"
Africa,Sudan,Red Sea,Port Sudan,"","20.02","35.39"
Africa,Sudan,Red Sea,Sinkat,"","18.39","35.98"
Africa,Sudan,River Nile,"","","19.00","33.20"
Africa,Sudan,River Nile,Ad Damer,"","17.56","33.33"
Africa,Sudan,River Nile,Atbara,"","17.29","35.02"
Africa,Sudan,River Nile,Shendi,"","16.62","34.18"
Africa,Sudan,Sinnar State,"","","13.00","34.00"
Africa,Sudan,Sinnar State,Mudiriyat an Nil al Azraq,"","12.50","34.00"
Africa,Sudan,Southern Darfur,"","","11.50","24.67"
Africa,Sudan,Southern Darfur,Mudiriyat Darfur al Janubiyah,"","11.50","25.00"
Africa,Sudan,Southern Kordofan,"","","11.00","30.00"
Africa,Sudan,Western Darfur,"","","13.42","22.67"
Africa,Sudan,White Nile,"","","13.50","32.40"
Africa,Sudan,White Nile,Al Jabalian,"","12.95","32.96"
Africa,Sudan,White Nile,Kosti,"","12.73","32.31"
Africa,Sudan,White Nile,Mudiriyat al Bahr al Abyad,"","13.50","32.50"
Africa,Swaziland,"","",SZ,-26.50,"31.50"
Africa,Swaziland,Hhohho District,"","",-26.08,"31.33"
Africa,Swaziland,Hhohho District,Emkhuzweni Mission,"",-25.77,"31.37"
Africa,Swaziland,Hhohho District,Mayiwane,"",-25.86,"31.52"
Africa,Swaziland,Hhohho District,Motjane,"",-26.30,"31.02"
Africa,Swaziland,Lubombo District,"","",-26.50,"31.87"
Africa,Swaziland,Lubombo District,Lomashasha,"",-26.07,"32.01"
Africa,Swaziland,Lubombo District,Siphofaneni,"",-26.68,"31.66"
Africa,Swaziland,Manzini District,"","",-26.58,"31.25"
Africa,Swaziland,Manzini District,Manzini North,"",-26.50,"31.39"
Africa,Swaziland,Manzini District,Mkhiweni,"",-26.24,"31.60"
Africa,Swaziland,Shiselweni District,"","",-27.05,"31.40"
Africa,Swaziland,Shiselweni District,Maseyisini,"",-27.15,"31.17"
Africa,Swaziland,Shiselweni District,Matsanjeni,"",-27.22,"31.72"
Africa,Tanzania,"","",TZ,-6.00,"35.00"
Africa,Tanzania,Arusha Region,"","",-3.00,"36.00"
Africa,Tanzania,Arusha Region,Arumeru District,"",-3.31,"36.80"
Africa,Tanzania,Arusha Region,Arusha District,"",-3.43,"36.70"
Africa,Tanzania,Arusha Region,Babati District,"",-4.22,"35.75"
Africa,Tanzania,Arusha Region,Karatu District,"",-3.33,"35.67"
Africa,Tanzania,Arusha Region,Longido District,"",-2.73,"36.70"
Africa,Tanzania,Arusha Region,Monduli District,"",-3.00,"36.37"
Africa,Tanzania,Arusha Region,Ngorongoro District,"",-2.75,"35.50"
Africa,Tanzania,Arusha Region,Simanjiro,"",-3.87,"36.60"
Africa,Tanzania,Coast Region,"","",-7.00,"39.00"
Africa,Tanzania,Coast Region,Bagamoyo District,"",-6.33,"38.50"
Africa,Tanzania,Coast Region,Kibaha District,"",-6.77,"38.92"
Africa,Tanzania,Coast Region,Kisarawe District,"",-7.17,"38.83"
Africa,Tanzania,Coast Region,Mafia District,"",-7.83,"39.75"
Africa,Tanzania,Coast Region,Mkuranga,"",-7.27,"39.20"
Africa,Tanzania,Coast Region,Rufiji District,"",-8.00,"38.67"
Africa,Tanzania,Dar es Salaam Region,"","",-6.84,"39.20"
Africa,Tanzania,Dar es Salaam Region,Ilala District,"",-6.92,"39.17"
Africa,Tanzania,Dar es Salaam Region,Kinondoni District,"",-6.75,"39.17"
Africa,Tanzania,Dar es Salaam Region,Temeke District,"",-6.92,"39.42"
Africa,Tanzania,Dodoma Region,"","",-6.00,"36.00"
Africa,Tanzania,Dodoma Region,Bahi District,"",-5.94,"35.29"
Africa,Tanzania,Dodoma Region,Chamwino,"",-6.25,"35.70"
Africa,Tanzania,Dodoma Region,Dodoma Rural District,"",-6.59,"35.70"
Africa,Tanzania,Dodoma Region,Dodoma Urban District,"",-6.16,"35.80"
Africa,Tanzania,Dodoma Region,Kondoa District,"",-5.00,"35.75"
Africa,Tanzania,Dodoma Region,Kongwa,"",-6.20,"36.42"
Africa,Tanzania,Dodoma Region,Mpwapwa District,"",-6.67,"36.42"
Africa,Tanzania,Geita Region,"","",-3.20,"31.90"
Africa,Tanzania,Geita Region,Geita District,"",-2.92,"32.25"
Africa,Tanzania,Iringa Region,"","",-7.85,"35.55"
Africa,Tanzania,Iringa Region,Chemba District,"",-10.10,"34.89"
Africa,Tanzania,Iringa Region,Iringa Rural District,"",-7.56,"34.88"
Africa,Tanzania,Iringa Region,Iringa Urban District,"",-7.77,"35.69"
Africa,Tanzania,Iringa Region,Kilolo District,"",-8.00,"35.85"
Africa,Tanzania,Iringa Region,Mufindi District,"",-8.50,"35.25"
Africa,Tanzania,Iringa Region,Wanging'ombe District,"",-8.85,"34.63"
Africa,Tanzania,Kagera Region,"","",-1.90,"31.45"
Africa,Tanzania,Kagera Region,Biharamulo District,"",-2.77,"31.46"
Africa,Tanzania,Kagera Region,Bukoba District,"",-1.33,"31.50"
Africa,Tanzania,Kagera Region,Chato District,"",-2.63,"31.77"
Africa,Tanzania,Kagera Region,Karagwe District,"",-1.50,"31.00"
Africa,Tanzania,Kagera Region,Muleba District,"",-2.00,"31.50"
Africa,Tanzania,Kagera Region,Ngara District,"",-2.75,"30.67"
Africa,Tanzania,Katavi Region,"","",-6.40,"31.33"
Africa,Tanzania,Katavi Region,Mpanda District,"",-6.50,"31.50"
Africa,Tanzania,Kigoma Region,"","",-4.75,"30.50"
Africa,Tanzania,Kigoma Region,Kakonko District,"",-3.28,"30.95"
Africa,Tanzania,Kigoma Region,Kasulu District,"",-4.42,"30.33"
Africa,Tanzania,Kigoma Region,Kibondo District,"",-4.00,"31.00"
Africa,Tanzania,Kigoma Region,Kigoma District,"",-5.50,"30.00"
Africa,Tanzania,Kigoma Region,Kigoma Rural,"",-5.20,"30.19"
Africa,Tanzania,Kigoma Region,Kigoma-Ujiji District,"",-4.89,"29.65"
Africa,Tanzania,Kigoma Region,Uvinza District,"",-5.10,"30.38"
Africa,Tanzania,Kilimanjaro Region,"","",-3.75,"37.75"
Africa,Tanzania,Kilimanjaro Region,Hai District,"",-3.17,"37.17"
Africa,Tanzania,Kilimanjaro Region,Moshi Rural District,"",-3.36,"37.46"
Africa,Tanzania,Kilimanjaro Region,Moshi Urban District,"",-3.35,"37.34"
Africa,Tanzania,Kilimanjaro Region,Mwanga District,"",-3.75,"37.67"
Africa,Tanzania,Kilimanjaro Region,Rombo District,"",-3.10,"37.54"
Africa,Tanzania,Kilimanjaro Region,Same District,"",-4.25,"37.92"
Africa,Tanzania,Lindi Region,"","",-9.50,"38.50"
Africa,Tanzania,Lindi Region,Kilwa District,"",-9.00,"39.00"
Africa,Tanzania,Lindi Region,Lindi Rural,"",-9.68,"39.55"
Africa,Tanzania,Lindi Region,Lindi Urban,"",-10.00,"39.33"
Africa,Tanzania,Lindi Region,Liwale District,"",-9.50,"38.00"
Africa,Tanzania,Lindi Region,Nachingwea District,"",-10.50,"38.33"
Africa,Tanzania,Lindi Region,Ruangwa,"",-10.07,"38.93"
Africa,Tanzania,Manyara Region,"","",-4.75,"36.67"
Africa,Tanzania,Manyara Region,Hanang District,"",-4.50,"35.25"
Africa,Tanzania,Manyara Region,Kiteto District,"",-4.75,"37.00"
Africa,Tanzania,Manyara Region,Mbulu District,"",-3.75,"35.33"
Africa,Tanzania,Mara Region,"","",-1.75,"34.00"
Africa,Tanzania,Mara Region,Bunda District,"",-2.00,"33.83"
Africa,Tanzania,Mara Region,Musoma District,"",-1.75,"33.83"
Africa,Tanzania,Mara Region,Musoma Urban,"",-1.59,"33.82"
Africa,Tanzania,Mara Region,Serengeti District,"",-2.00,"34.83"
Africa,Tanzania,Mara Region,Tarime District,"",-1.33,"34.17"
Africa,Tanzania,Mbeya Region,"","",-8.20,"33.33"
Africa,Tanzania,Mbeya Region,Chunya District,"",-7.75,"33.00"
Africa,Tanzania,Mbeya Region,Ileje District,"",-9.42,"33.33"
Africa,Tanzania,Mbeya Region,Kyela District,"",-9.58,"33.92"
Africa,Tanzania,Mbeya Region,Mbarali district,"",-8.85,"33.85"
Africa,Tanzania,Mbeya Region,Mbeya District,"",-8.50,"34.00"
Africa,Tanzania,Mbeya Region,Mbozi District,"",-8.75,"32.75"
Africa,Tanzania,Mbeya Region,Rungwe District,"",-9.25,"33.67"
Africa,Tanzania,Morogoro Region,"","",-8.00,"37.00"
Africa,Tanzania,Morogoro Region,Kilombero District,"",-8.25,"36.42"
Africa,Tanzania,Morogoro Region,Kilosa District,"",-7.00,"37.00"
Africa,Tanzania,Morogoro Region,Morogoro Rural,"",-6.75,"38.12"
Africa,Tanzania,Morogoro Region,Morogoro Urban,"",-6.82,"37.67"
Africa,Tanzania,Morogoro Region,Mvomero District,"",-6.30,"37.45"
Africa,Tanzania,Morogoro Region,Ulanga District,"",-9.00,"36.67"
Africa,Tanzania,Mtwara Region,"","",-10.67,"39.00"
Africa,Tanzania,Mtwara Region,Masasi District,"",-10.92,"38.67"
Africa,Tanzania,Mtwara Region,Mtwara District,"",-10.50,"40.00"
Africa,Tanzania,Mtwara Region,Nanyumbu District,"",-11.07,"38.33"
Africa,Tanzania,Mtwara Region,Newala District,"",-10.67,"39.50"
Africa,Tanzania,Mtwara Region,Tandahimba,"",-10.76,"39.63"
Africa,Tanzania,Mwanza Region,"","",-2.57,"32.90"
Africa,Tanzania,Mwanza Region,Ilemela District,"",-2.45,"33.03"
Africa,Tanzania,Mwanza Region,Kwimba District,"",-3.06,"33.36"
Africa,Tanzania,Mwanza Region,Magu District,"",-2.50,"33.50"
Africa,Tanzania,Mwanza Region,Misungwi district,"",-2.85,"33.08"
Africa,Tanzania,Mwanza Region,Mwanza District,"",-2.50,"33.00"
Africa,Tanzania,Mwanza Region,Nyamagana District,"",-2.53,"32.89"
Africa,Tanzania,Mwanza Region,Sengerema District,"",-2.33,"32.50"
Africa,Tanzania,Mwanza Region,Ukerewe District,"",-2.04,"33.00"
Africa,Tanzania,Njombe Region,"","",-9.37,"34.90"
Africa,Tanzania,Njombe Region,Ludewa District,"",-10.00,"34.75"
Africa,Tanzania,Njombe Region,Makete District,"",-9.25,"34.17"
Africa,Tanzania,Njombe Region,Njombe District,"",-9.25,"35.00"
Africa,Tanzania,Pemba North Region,"","",-5.08,"39.80"
Africa,Tanzania,Pemba North Region,Konde Area,"",-4.97,"39.78"
Africa,Tanzania,Pemba North Region,Konde District,"",-5.00,"39.75"
Africa,Tanzania,Pemba North Region,Wete Area,"",-5.07,"39.77"
Africa,Tanzania,Pemba North Region,Wete District,"",-5.08,"39.75"
Africa,Tanzania,Pemba South Region,"","",-5.33,"39.75"
Africa,Tanzania,Pemba South Region,Chake Chake District,"",-5.25,"39.75"
Africa,Tanzania,Pemba South Region,Chake Chake Mudiria,"",-5.25,"39.78"
Africa,Tanzania,Pemba South Region,Mkoani Area,"",-5.38,"39.72"
Africa,Tanzania,Pemba South Region,Mkoani District,"",-5.37,"39.72"
Africa,Tanzania,Rukwa Region,"","",-7.90,"31.33"
Africa,Tanzania,Rukwa Region,Nkansi District,"",-7.58,"31.00"
Africa,Tanzania,Rukwa Region,Sumbawanga District,"",-8.42,"31.83"
Africa,Tanzania,Rukwa Region,Sumbawanga Urban,"",-7.97,"31.62"
Africa,Tanzania,Ruvuma Region,"","",-11.00,"36.00"
Africa,Tanzania,Ruvuma Region,Mbinga District,"",-10.83,"34.83"
Africa,Tanzania,Ruvuma Region,Namtumbo,"",-10.47,"36.13"
Africa,Tanzania,Ruvuma Region,Songea District,"",-10.67,"36.00"
Africa,Tanzania,Ruvuma Region,Tunduru District,"",-11.00,"37.50"
Africa,Tanzania,Shinyanga Region,"","",-3.75,"33.00"
Africa,Tanzania,Shinyanga Region,Bukombe District,"",-3.57,"31.69"
Africa,Tanzania,Shinyanga Region,Kahama District,"",-3.84,"32.58"
Africa,Tanzania,Shinyanga Region,Kishapu District,"",-3.73,"33.80"
Africa,Tanzania,Shinyanga Region,Maswa District,"",-3.20,"33.79"
Africa,Tanzania,Shinyanga Region,Meatu,"",-3.42,"34.52"
Africa,Tanzania,Shinyanga Region,Shinyanga Rural,"",-3.64,"33.10"
Africa,Tanzania,Shinyanga Region,Shinyanga Urban,"",-3.67,"33.50"
Africa,Tanzania,Simiyu Region,"","",-2.95,"34.20"
Africa,Tanzania,Simiyu Region,Bariadi District,"",-2.75,"34.50"
Africa,Tanzania,Singida Region,"","",-5.50,"34.50"
Africa,Tanzania,Singida Region,Iramba District,"",-4.33,"34.50"
Africa,Tanzania,Singida Region,Manyoni District,"",-6.33,"34.58"
Africa,Tanzania,Singida Region,Singida Rural District,"",-5.27,"34.59"
Africa,Tanzania,Singida Region,Singida Urban District,"",-4.84,"34.71"
Africa,Tanzania,Tabora Region,"","",-5.50,"32.83"
Africa,Tanzania,Tabora Region,Igunga District,"",-4.33,"33.75"
Africa,Tanzania,Tabora Region,Nzega District,"",-4.33,"33.08"
Africa,Tanzania,Tabora Region,Sikonge District,"",-5.63,"32.77"
Africa,Tanzania,Tabora Region,Tabora District,"",-5.02,"32.83"
Africa,Tanzania,Tabora Region,Urambo District,"",-5.00,"31.92"
Africa,Tanzania,Tabora Region,Uyui District,"",-4.92,"32.83"
Africa,Tanzania,Tanga Region,"","",-5.00,"38.25"
Africa,Tanzania,Tanga Region,Handeni District,"",-5.50,"38.00"
Africa,Tanzania,Tanga Region,Kilindi District,"",-5.57,"37.57"
Africa,Tanzania,Tanga Region,Korogwe District,"",-5.08,"38.42"
Africa,Tanzania,Tanga Region,Lushoto District,"",-4.67,"38.33"
Africa,Tanzania,Tanga Region,Muheza District,"",-4.91,"38.92"
Africa,Tanzania,Tanga Region,Pangani District,"",-5.50,"38.83"
Africa,Tanzania,Tanga Region,Tanga District,"",-5.08,"39.08"
Africa,Tanzania,Zanzibar Central/South Region,"","",-6.25,"39.47"
Africa,Tanzania,Zanzibar Central/South Region,Zanzibar Central,"",-6.17,"39.37"
Africa,Tanzania,Zanzibar Central/South Region,Zanzibar South,"",-6.33,"39.50"
Africa,Tanzania,Zanzibar North Region,"","",-5.92,"39.33"
Africa,Tanzania,Zanzibar North Region,Zanzibar North A,"",-5.88,"39.32"
Africa,Tanzania,Zanzibar North Region,Zanzibar North B,"",-6.00,"39.27"
Africa,Tanzania,Zanzibar Urban/West Region,"","",-6.17,"39.25"
Africa,Tanzania,Zanzibar Urban/West Region,Zanzibar Urban,"",-6.17,"39.21"
Africa,Tanzania,Zanzibar Urban/West Region,Zanzibar West,"",-6.17,"39.25"
Africa,Togo,"","",TG,"8.67","1.08"
Africa,Togo,Centrale,"","","8.67","1.00"
Africa,Togo,Centrale,Prefecture de Blitta,"","8.17","0.92"
Africa,Togo,Centrale,Prefecture de Sotouboua,"","8.75","0.83"
Africa,Togo,Centrale,Prefecture de Tchamba,"","8.83","1.42"
Africa,Togo,Centrale,Prefecture de Tchaoudjo,"","9.00","1.17"
Africa,Togo,Kara,"","","9.67","0.92"
Africa,Togo,Kara,Prefecture d' Assoli,"","9.33","1.25"
Africa,Togo,Kara,Prefecture de Bassar,"","9.25","0.75"
Africa,Togo,Kara,Prefecture de Dankpen,"","9.70","0.58"
Africa,Togo,Kara,Prefecture de Doufelgou,"","9.83","1.08"
Africa,Togo,Kara,Prefecture de Keran,"","10.08","1.00"
Africa,Togo,Kara,Prefecture de la Binah,"","9.75","1.28"
Africa,Togo,Kara,Prefecture de la Kozah,"","9.58","1.17"
Africa,Togo,Maritime,"","","6.50","1.33"
Africa,Togo,Maritime,Ave Prefecture,"","6.43","0.93"
Africa,Togo,Maritime,Golfe Prefecture,"","6.23","1.20"
Africa,Togo,Maritime,Lacs Prefecture,"","6.37","1.67"
Africa,Togo,Maritime,Prefecture de Yoto,"","6.67","1.50"
Africa,Togo,Maritime,Vo Prefecture,"","6.42","1.50"
Africa,Togo,Maritime,Zio Prefecture,"","6.58","1.17"
Africa,Togo,Plateaux,"","","7.50","1.17"
Africa,Togo,Plateaux,Prefecture d' Agou,"","6.73","0.77"
Africa,Togo,Plateaux,Prefecture d' Amou,"","7.50","1.05"
Africa,Togo,Plateaux,Prefecture d' Est-Mono,"","8.08","1.43"
Africa,Togo,Plateaux,Prefecture de Danyi,"","7.28","0.70"
Africa,Togo,Plateaux,Prefecture de l' Ogou,"","7.50","1.33"
Africa,Togo,Plateaux,Prefecture de Wawa,"","7.75","0.75"
Africa,Togo,Plateaux,Prefecture du Haho,"","7.08","1.25"
Africa,Togo,Plateaux,Prefecture du Kloto,"","7.08","0.75"
Africa,Togo,Plateaux,Prefecture du Moyen-Mono,"","7.20","1.55"
Africa,Togo,Savanes,"","","10.50","0.50"
Africa,Togo,Savanes,Prefecture de Kpendjal,"","10.87","0.62"
Africa,Togo,Savanes,Prefecture de l' Oti,"","10.33","0.58"
Africa,Togo,Savanes,Prefecture de Tandjouare,"","10.67","0.13"
Africa,Togo,Savanes,Prefecture de Tone,"","10.92","0.17"
Africa,Tunisia,"","",TN,"34.00","9.00"
Africa,Tunisia,Gafsa Governorate,"","","34.50","9.00"
Africa,Tunisia,Gafsa Governorate,Gafsa Municipality,"","34.50","8.75"
Africa,Tunisia,Gouvernorat de Beja,"","","36.67","9.25"
Africa,Tunisia,Gouvernorat de Beja,Beja Sud,"","36.64","9.21"
Africa,Tunisia,Gouvernorat de Beja,Goubellat,"","36.53","9.70"
Africa,Tunisia,Gouvernorat de Beja,Mu`tamadiyat Bajah,"","36.75","9.25"
Africa,Tunisia,Gouvernorat de Beja,Nefza,"","36.99","9.09"
Africa,Tunisia,Gouvernorat de Ben Arous,"","","36.63","10.25"
Africa,Tunisia,Gouvernorat de Ben Arous,Oudhna,"","36.61","10.17"
Africa,Tunisia,Gouvernorat de Bizerte,"","","37.08","9.58"
Africa,Tunisia,Gouvernorat de Bizerte,Ghazala,"","37.08","9.51"
Africa,Tunisia,Gouvernorat de Bizerte,Joumine,"","36.89","9.42"
Africa,Tunisia,Gouvernorat de Bizerte,Mu`tamadiyat Banzart,"","37.25","9.75"
Africa,Tunisia,Gouvernorat de Bizerte,Sejnane,"","37.13","9.30"
Africa,Tunisia,Gouvernorat de Gabes,"","","33.83","9.75"
Africa,Tunisia,Gouvernorat de Gabes,Mu`tamadiyat al Matwiyah,"","34.00","10.00"
Africa,Tunisia,Gouvernorat de Gabes,Mu`tamadiyat Qabis,"","33.83","10.17"
Africa,Tunisia,Gouvernorat de Jendouba,"","","36.67","8.75"
