Mineral Name,Mineral Name (plain),Valence Chemistry,IMA Chemistry,IMA Number,Country of Type Locality,IMA Status,isMineral
Monteneveite,Monteneveite,Ca3Sb5+2(Fe3+2Fe2+)O12,Ca3Sb5+2(Fe3+2Fe2+)O12,IMA2018-060,Italy,"Approved,Grandfathered",1
Monteponite,Monteponite,CdO,Cd2+O,,Italy,"Approved,Pending publication",1
Monteregianite-(Y),Monteregianite-(Y),KNa2YSi8O19·5H2O,KNa2YSi8O19·5H2O,"IMA1972-026, IMA1987 s.p.",Canada,"Approved,Grandfathered",1
Montesommaite,Montesommaite,K9(Si23Al9)O64·10H2O,K9(Si23Al9)O64·10H2O,IMA1988-038,Italy,Approved,1
Montetrisaite,Montetrisaite,Cu6(SO4)(OH)10·2H2O,Cu2+6(S6+O4)(OH)10·2H2O,IMA2007-009,Italy,"Approved,Grandfathered",1
Montgomeryite,Montgomeryite,Ca4MgAl4(PO4)6(OH)4·12H2O,Ca4MgAl4(PO4)6(OH)4·12H2O,,USA,Approved,1
Monticellite,Monticellite,CaMg(SiO4),CaMgSiO4,,Italy,Approved,1
Montmorillonite,Montmorillonite,"(Na,Ca)0.3(Al,Mg)2Si4O10(OH)2·nH2O","(Na,Ca)0.3(Al,Mg)2Si4O10(OH)2·nH2O",,France,"Approved,Grandfathered",1
Montpelvouxite,Montpelvouxite,AgPb16Sb27As18S84,Ag1+Pb2+16Sb3+27As3+18S2-84,IMA2022-137,France,Approved,1
Montroseite,Montroseite,"(V3+,Fe2+,V4+)O(OH)","(V3+,Fe2+,V4+)O(OH)",,USA,Approved,1
Montroyalite,Montroyalite,Sr4Al8(CO3)3(OH)26·10H2O,Sr4Al8(CO3)3(OH)26·10H2O,IMA1985-001,Canada,"Approved,Grandfathered",1
Montroydite,Montroydite,HgO,Hg2+O,,USA,"Approved,Pending publication",1
Mooihoekite,Mooihoekite,Cu9Fe9S16,Cu9Fe9S16,IMA1971-019,South Africa,Approved,1
Moolooite,Moolooite,Cu(C2O4)·nH2O,Cu2+(C2)6+O4·nH2O,IMA1980-082,Australia,Approved,1
Mooreite,Mooreite,Mg15(SO4)2(OH)26·8H2O,Mg15(S6+O4)2(OH)26·8H2O,,USA,Approved,1
Moorhouseite,Moorhouseite,Co(SO4)·6H2O,Co2+S6+O4·6H2O,IMA1963-008,Canada,Approved,1
Mopungite,Mopungite,NaSb5+(OH)6,NaSb5+(OH)6,IMA1982-020,USA,"Approved,Grandfathered",1
Moraesite,Moraesite,Be2(PO4)(OH)·4H2O,Be2PO4(OH)·4H2O,,Brazil,Approved,1
Moragite,Moragite,Ca3TiSi2(Al2Si)O14,Ca3Ti4+Si2(Al2Si)O14,IMA2023-088,Israel,Approved,1
Moraskoite,Moraskoite,Na2Mg(PO4)F,Na2Mg(PO4)F,IMA2013-084,Poland (meteorite),"Approved,Pending publication",1
Mordenite,Mordenite,"(Na2,Ca,K2)4(Al8Si40)O96·28H2O","(Na2,Ca,K2)4(Al8Si40)O96·28H2O",IMA1997 s.p.,Canada,"Approved,Pending publication",1
Moreauite,Moreauite,Al3(UO2)(PO4)3(OH)2·13H2O,Al3(U6+O2)(PO4)3(OH)2·13H2O,IMA1984-010,Democratic Republic of the Congo,Approved,1
Morelandite,Morelandite,Ca2Ba3(AsO4)3Cl,Ca2Ba3(As5+O4)3Cl,IMA1977-035,Sweden,Approved,1
Morenosite,Morenosite,Ni(SO4)·7H2O,Ni2+S6+O4·7H2O,,Spain,"Approved,Redefined",1
Morimotoite,Morimotoite,Ca3(TiFe2+)(SiO4)3,Ca3Ti4+Fe2+Si3O12,IMA1992-017,Japan,Approved,1
Morinite,Morinite,NaCa2Al2(PO4)2(OH)F4·2H2O,NaCa2Al2(PO4)2(OH)F4·2H2O,IMA1967 s.p.,France,"Approved,Grandfathered",1
Morleyite,Morleyite,Ag2CuPb25Sb24As4S68.5,Ag1+2Cu1+Pb2+25Sb3+24As3+4S2-68.5,IMA2024-076,Canada,"Approved,Grandfathered",1
Morningstarite,Morningstarite,Na(W2.67Fe3+0.33)O9·H2O,Na(W6+2.67Fe3+0.33)O9·H2O,IMA2024-081,Australia,Approved,1
Morozeviczite,Morozeviczite,Pb3Ge1-xS4,Pb3Ge1-xS4,IMA1974-036,Poland,Approved,1
Morrisonite,Morrisonite,Ca11(As3+V4+2V5+10As5+6O51)2·78H2O,Ca11(As3+V4+2V5+10As5+6O51)2·78H2O,IMA2014-088,USA,"Approved,Redefined",1
Mosandrite-(Ce),Mosandrite-(Ce),Ca2(CaCe)[(H2O)2Ca0.5[box]0.5]Ti(Si2O7)2(OH)2(H2O)2,Ca2(CaCe3+)[(H2O)2Ca0.5[box]0.5]Ti4+(Si2O7)2(OH)2(H2O)2,IMA2016 s.p.,Norway,"Approved,Grandfathered",1
Moschelite,Moschelite,HgI,Hg1+I1-,IMA1987-038,Germany,"Approved,Questionable mineral species",1
Moschellandsbergite,Moschellandsbergite,Ag2Hg3,Ag2Hg3,,Germany,Approved,1
Mosesite,Mosesite,(Hg2N)Cl,(Hg2+2N3-)Cl,,USA,"Approved,Grandfathered",1
Moskvinite-(Y),Moskvinite-(Y),Na2KYSi6O15,Na2KYSi6O15,IMA2002-031,Tajikistan,Approved,1
Mössbauerite,Mossbauerite,Fe3+6O4(OH)8(CO3)·3H2O,Fe3+6O4(OH)8(CO3)·3H2O,IMA2012-049,France,Approved,1
Mottanaite-(Ce),Mottanaite-(Ce),Ca4Ce2Al(Be1.5[box]0.5)Σ2[B4Si4O22]O2,Ca4Ce3+2Al(Be1.5[box]0.5)[B4Si4O22]O2,IMA2001-020,Italy,Approved,1
Mottramite,Mottramite,PbCu(VO4)(OH),Pb2+Cu2+V5+O4(OH),,United Kingdom,"Approved,Renamed",1
Motukoreaite,Motukoreaite,Mg6Al3(OH)18[Na(H2O)6](SO4)2·6H2O,Mg6Al3(OH)18[Na(H2O)6](S6+O4)2·6H2O,IMA1976-033,New Zealand,Approved,1
Mounanaite,Mounanaite,PbFe3+2(VO4)2(OH)2,Pb2+Fe3+2(V5+O4)2(OH)2,IMA1968-031,Gabon,Approved,1
Mountainite,Mountainite,KNa2Ca2[Si8O19(OH)]·6H2O,KNa2Ca2[Si8O19(OH)]·6H2O,,South Africa,Approved,1
Mountkeithite,Mountkeithite,"(Mg1-xFe3+x)(SO4)x/2(OH)2·nH2O (x &lt; 0.5, n &gt; 3x/2)","(Mg1-xFe3+x)(S6+O4)x/2(OH)2·nH2O (x &lt; 0.5, n &gt; 3x/2)",IMA1980-038,Australia,Approved,1
Mourite,Mourite,(UO2)(Mo6+)5O16·5H2O,U6+O2Mo6+5O16·5H2O,IMA1967 s.p.,Kazakhstan,Approved,1
Moxuanxueite,Moxuanxueite,NaCa6Zr(Si2O7)2OF3,NaCa6Zr4+(Si2O7)2OF3,"IMA2019-100, IMA2022 s.p.",China,Approved,1
Moydite-(Y),Moydite-(Y),YB(OH)4(CO3),YB(OH)4CO3,"IMA1985-025, IMA1987 s.p.",Canada,Approved,1
Mozartite,Mozartite,CaMn3+(SiO4)(OH),CaMn3+SiO4(OH),IMA1991-016,Italy,Approved,1
Mozgovaite,Mozgovaite,PbBi4S7,Pb2+Bi3+4S2-7,IMA1998-060,Italy,Approved,1
Mpororoite,Mpororoite,Al2O(WO4)2·6H2O,Al2O(W6+O4)2·6H2O,IMA1970-037,Uganda,"Approved,Grandfathered",1
Mrázekite,Mrazekite,Bi2Cu3(PO4)2O2(OH)2·2H2O,Bi3+2Cu2+3(PO4)2O2(OH)2·2H2O,IMA1990-045,Slovakia,Approved,1
Mroseite,Mroseite,CaTe4+O2(CO3),CaTe4+O2(CO3),IMA1974-032,Mexico,Approved,1
Mückeite,Muckeite,CuNiBiS3,Cu1+Ni2+Bi3+S2-3,IMA1988-018,Germany,Approved,1
Muirite,Muirite,"Ba10Ca2Mn2+TiSi10O30(OH,Cl,F)10","Ba10Ca2Mn2+Ti4+Si10O30(OH,Cl,F)10",IMA1964-013,USA,Approved,1
Mukhinite,Mukhinite,Ca2(Al2V3+)[Si2O7][SiO4]O(OH),Ca2Al2V3+(Si2O7)(SiO4)O(OH),IMA1968-035,Russia,Approved,1
Müllerite,Mullerite,Pb2Fe3+(Te6+O6)Cl,Pb2+2Fe3+(Te6+O6)Cl,IMA2019-060,USA,Approved,1
Mullite,Mullite,Al4+2xSi2-2xO10-x (x ≈ 0.4),Al4+2xSi2-2xO10-x (x ≈ 0.4),,United Kingdom,Approved,1
Mummeite,Mummeite,Cu0.58Ag3.11Pb1.10Bi6.65S13,Cu1+0.58Ag1+3.11Pb2+1.10Bi3+6.65S2-13,IMA1986-025,USA,Approved,1
Munakataite,Munakataite,Pb2Cu2(Se4+O3)(SO4)(OH)4,Pb2+2Cu2+2(Se4+O3)S6+O4(OH)4,IMA2007-012,Japan,Approved,1
Mundite,Mundite,Al(UO2)3(PO4)2(OH)3·5.5H2O,Al(U6+O2)3(PO4)2(OH)3·5.5H2O,IMA1980-075,Democratic Republic of the Congo,Approved,1
Mundrabillaite,Mundrabillaite,(NH4)2Ca(PO3OH)2·H2O,(N3-H4)2Ca(PO3OH)2·H2O,IMA1978-058,Australia,"Approved,Grandfathered",1
Munirite,Munirite,NaV5+O3·1.9H2O,NaV5+O3·1.9H2O,IMA1982-038,Pakistan,"Approved,Redefined",1
Muonionalustaite,Muonionalustaite,Ni3(OH)4Cl2·4H2O,Ni2+3(OH)4Cl2·4H2O,IMA2020-010,Sweden (meteorite),Approved,1
Murakamiite,Murakamiite,Ca2LiSi3O8(OH),Ca2LiSi3O8(OH),IMA2016-066,Japan,Approved,1
Murashkoite,Murashkoite,FeP,FeP,IMA2012-071,Israel,Approved,1
Murataite-(Y),Murataite-(Y),"(Y,Na)6Zn(Zn,Fe3+)4(Ti,Nb,Na)12O29(O,F,OH)10F4","(Y,Na)6Zn2+(Zn2+,Fe3+)4(Ti4+,Nb5+,Na)12O29(O,F,OH)10F4",IMA1972-007,USA,Approved,1
Murchisite,Murchisite,Cr5S6,Cr5S6,IMA2010-003,Australia (meteorite),Approved,1
Murdochite,Murdochite,Cu12Pb2O15Cl2,Cu2+12Pb4+2O15Cl2,,USA,"Approved,Questionable mineral species",1
Murmanite,Murmanite,Na2Ti2Na2Ti2(Si2O7)2O4(H2O)4,Na2Ti4+2Na2Ti4+2(Si2O7)2O4(H2O)4,IMA2016 s.p.,Russia,"Approved,Grandfathered",1
Murphyite,Murphyite,Pb(Te6+O4),Pb2+(Te6+O4),IMA2021-107,USA,Approved,1
Murunskite,Murunskite,"K2(Cu,Fe)4S4","K2(Cu1+,Cu2+,Fe2+)4S2-4",IMA1980-064,Russia,Approved,1
Muscovite,Muscovite,KAl2(Si3Al)O10(OH)2,KAl2(Si3Al)O10(OH)2,IMA1998 s.p.,unknown,Approved,1
Museumite,Museumite,"[Pb2(Pb,Sb)2S8][(Te,Au)2]","[Pb2(Pb,Sb)2S8][(Te,Au)2]",IMA2003-039,Romania,"Approved,Redefined",1
Mushistonite,Mushistonite,Cu2+Sn4+(OH)6,Cu2+Sn4+(OH)6,IMA1982-068,Tajikistan,Approved,1
Muskoxite,Muskoxite,Mg7Fe3+4(OH)26·H2O (?),Mg7Fe3+4(OH)26·H2O,IMA1967-043,Canada,"Approved,Pending publication",1
Muthmannite,Muthmannite,AuAgTe2,AuAgTe2,,Romania,Approved,1
Mutinaite,Mutinaite,Na3Ca4Al11Si85O192·60H2O,Na3Ca4Al11Si85O192·60H2O,IMA1996-025,Antarctica,Approved,1
Mutnovskite,Mutnovskite,"Pb2AsS3(I,Cl,Br)","Pb2+2As3+S2-3(I1-,Cl,Br)",IMA2004-032,Russia,Approved,1
Naalasite,Naalasite,NaAl(AsO3OH)2·H2O,NaAl(As5+O3OH)2·H2O,IMA2023-027,Chile,Approved,1
Nabalamprophyllite,Nabalamprophyllite,(BaNa)Ti2Na3Ti(Si2O7)2O2(OH)2,(BaNa)Ti4+2Na3Ti4+(Si2O7)2O2(OH)2,IMA2001-060,Russia,Approved,1
Nabaphite,Nabaphite,NaBa(PO4)·9H2O,NaBaPO4·9H2O,IMA1981-058,Russia,"Approved,Redefined",1
Nabateaite,Nabateaite,Fe2P2O7,Fe2+2P2O7,IMA2021-026,Israel,Approved,1
Nabesite,Nabesite,Na2BeSi4O10·4H2O,Na2BeSi4O10·4H2O,IMA2000-024,Denmark (Greenland),Approved,1
Nabiasite,Nabiasite,BaMn9(VO4)6(OH)2,BaMn2+9(V5+O4)6(OH)2,IMA1997-050,France,"Approved,Grandfathered",1
Nabimusaite,Nabimusaite,KCa12(SiO4)4(SO4)2O2F,KCa12(SiO4)4(S6+O4)2O2F,IMA2012-057,Palestine,"Approved,Grandfathered",1
Nabokoite,Nabokoite,Cu7Te4+O4(SO4)5·KCl,Cu2+7Te4+O4(S6+O4)5·KCl,IMA1985-013a,Russia,Approved,1
Nacaphite,Nacaphite,Na2Ca(PO4)F,Na2Ca(PO4)F,IMA1979-026,Russia,Approved,1
Nacareniobsite-(Ce),Nacareniobsite-(Ce),Ca2(CaCe)Na3Nb(Si2O7)2(OF)F2,Ca2(CaCe3+)Na3Nb5+(Si2O7)2(OF)F2,IMA1987-040,Denmark (Greenland),Approved,1
Nacareniobsite-(Nd),Nacareniobsite-(Nd),Ca2(CaNd)Na3Nb(Si2O7)2(OF)F2,Ca2(CaNd)Na3Nb5+(Si2O7)2(OF)F2,IMA2023-012,Tajikistan,Approved,1
Nacareniobsite-(Y),Nacareniobsite-(Y),Na3Ca3YNb(Si2O7)2OF3,Na3Ca3YNb5+(Si2O7)2OF3,IMA2022-105,Tajikistan,"Approved,Grandfathered",1
Nacrite,Nacrite,Al2Si2O5(OH)4,Al2Si2O5(OH)4,,Germany,"Approved,Grandfathered",1
Nadorite,Nadorite,PbSb3+O2Cl,Pb2+Sb3+O2Cl,,Algeria,Approved,1
Nafeasite,Nafeasite,Na3Fe3+3(AsO3OH)6·3H2O,Na3Fe3+3(As5+O3OH)6·3H2O,IMA2021-103,Chile,Approved,1
Nafertisite,Nafertisite,Na3Fe2+10Ti2(Si6O17)2O2(OH)6F(H2O)2,Na3Fe2+10Ti4+2(Si6O17)2O2(OH)6F·2H2O,IMA1994-007,Russia,"Approved,Pending publication",1
Nagashimalite,Nagashimalite,"Ba4(V3+,Ti)4(O,OH)2[B2Si8O27]Cl","Ba4(V3+,Ti4+)4(O,OH)2[B2Si8O27]Cl",IMA1977-045,Japan,Approved,1
Nagelschmidtite,Nagelschmidtite,Ca7(SiO4)2(PO4)2,Ca7(SiO4)2(PO4)2,IMA1987 s.p.,Israel,Approved,1
Nagyágite,Nagyagite,"[Pb3(Pb,Sb)3S6](Au,Te)3","[Pb(Pb,Sb)S2][(Au,Te)]",,Romania,Approved,1
Nahcolite,Nahcolite,NaH(CO3),NaHCO3,,Italy,Approved,1
Nahpoite,Nahpoite,Na2(PO3OH),Na2(PO3OH),IMA1981-002,Canada,Approved,1
Nakauriite,Nakauriite,Cu8(SO4)4(CO3)(OH)6·48H2O,Cu2+8(S6+O4)4(CO3)(OH)6·48H2O,IMA1976-016,Japan,Approved,1
Nakkaalaaqite,Nakkaalaaqite,K2[Na3Ca]LiCa2Ti2Be4Si12O38,K2[Na3Ca]LiCa2Ti4+2Be4Si12O38,IMA2020-059,Denmark (Greenland),Approved,1
Naldrettite,Naldrettite,Pd2Sb,Pd2Sb,IMA2004-007,Canada,"Approved,Pending publication",1
Nalipoite,Nalipoite,NaLi2(PO4),NaLi2PO4,IMA1990-030,Canada,Approved,1
Nalivkinite,Nalivkinite,Li2NaFe2+7Ti2(Si4O12)2O2(OH)4F(H2O)2,Li2NaFe2+7Ti4+2(Si4O12)2O2(OH)4F(H2O)2,IMA2006-038,Tajikistan,Approved,1
Namansilite,Namansilite,NaMn3+Si2O6,NaMn3+Si2O6,IMA1989-026,Russia,Approved,1
Nambulite,Nambulite,LiMn2+4Si5O14(OH),LiMn2+4Si5O14(OH),IMA1971-032,Japan,"Approved,Grandfathered",1
Namibite,Namibite,Cu(BiO)2(VO4)(OH),Cu2+(Bi3+O)2V5+O4(OH),IMA1981-024,Namibia,Approved,1
Namuwite,Namuwite,Zn4(SO4)(OH)6·4H2O,Zn2+4S6+O4(OH)6·4H2O,IMA1981-020,United Kingdom,Approved,1
Nancyrossite,Nancyrossite,FeGeO6H5,Fe3+GeO6H5,IMA2024-033,Namibia,Approved,1
Nanlingite,Nanlingite,Na(Ca5Li)Mg12(AsO3)2[Fe2+(AsO3)6]F14,NaCa5LiMg12(As3+O3)2[Fe2+(As3+O3)6]F14,IMA1985-xxx?,China,Approved,1
Nannoniite,Nannoniite,Al2(OH)5F,Al2(OH)5F,IMA2024-010,Italy,Approved,1
Nanpingite,Nanpingite,CsAl2(Si3Al)O10(OH)2,CsAl2(Si3Al)O10(OH)2,IMA1987-006,China,"Approved,Questionable mineral species",1
Nantokite,Nantokite,CuCl,Cu1+Cl,,Chile,"Approved,Grandfathered",1
Napoliite,Napoliite,Pb2OFCl,Pb2+2OFCl,IMA2022-073,Italy,Approved,1
Naquite,Naquite,FeSi,FeSi,IMA2010-010,China,Approved,1
Narsarsukite,Narsarsukite,"Na2(Ti,Fe3+)Si4(O,F)11","Na2(Ti4+,Fe3+)Si4(O,F)11",IMA1967 s.p.,Denmark (Greenland),Approved,1
Nashite,Nashite,Na3Ca2[(V4+V5+9)O28]·24H2O,Na3Ca2[(V4+V5+9)O28]·24H2O,IMA2011-105,USA,Approved,1
Nasinite,Nasinite,Na2B5O8(OH)·2H2O,Na2B5O8(OH)·2H2O,IMA1967 s.p.,Italy,Approved,1
Nasledovite,Nasledovite,PbMn2+3Al4O5(SO4)(CO3)4·5H2O,Pb2+Mn2+3Al4O5(CO3)4(S6+O4)·5H2O,,Tajikistan,Approved,1
Nasonite,Nasonite,Ca4Pb6(Si2O7)3Cl2,Ca4Pb2+6(Si2O7)3Cl2,,USA,Approved,1
Nastrophite,Nastrophite,NaSr(PO4)·9H2O,NaSrPO4·9H2O,IMA1980-051,Russia,"Approved,Redefined",1
Nataliakulikite,Nataliakulikite,"Ca4Ti2(Fe3+,Fe2+)(Si,Fe3+,Al)O11","Ca4Ti4+2(Fe3+,Fe2+)(Si,Fe3+,Al)O11",IMA2018-061,Israel,Approved,1
Nataliyamalikite,Nataliyamalikite,TlI,Tl1+I1-,IMA2016-022,Russia,"Approved,Renamed",1
Natalyite,Natalyite,NaV3+Si2O6,NaV3+Si2O6,IMA1984-053,Russia,"Approved,Grandfathered",1
Natanite,Natanite,Fe2+Sn4+(OH)6,Fe2+Sn4+(OH)6,IMA1980-028,Tajikistan,Approved,1
Natisite,Natisite,Na2TiO(SiO4),Na2Ti4+O(SiO4),IMA1974-035,Russia,"Approved,Questionable mineral species",1
Natrite,Natrite,Na2(CO3),Na2CO3,IMA1981-005,Russia,"Approved,Redefined",1
Natroalunite,Natroalunite,NaAl3(SO4)2(OH)6,NaAl3(S6+O4)2(OH)6,IMA1987 s.p.,USA,Approved,1
Natroaphthitalite,Natroaphthitalite,KNa3(SO4)2,KNa3(S6+O4)2,IMA2018-091,Russia,Approved,1
Natroboltwoodite,Natroboltwoodite,Na(UO2)(SiO3OH)·H2O,Na(U6+O2)(SiO3OH)·H2O,IMA2007 s.p.,Kazakhstan,Approved,1
Natrochalcite,Natrochalcite,NaCu2(SO4)2(OH)·H2O,NaCu2+2(S6+O4)2(OH)·H2O,,Chile,Approved,1
Natrodufrénite,Natrodufrenite,NaFe2+Fe3+5(PO4)4(OH)6·2H2O,NaFe2+Fe3+5(PO4)4(OH)6·2H2O,IMA1981-033,France,"Approved,Pending publication",1
Natroglaucocerinite,Natroglaucocerinite,Zn6Al3(OH)18[Na(H2O)6](SO4)2·6H2O,Zn2+6Al3(OH)18[Na(H2O)6](S6+O4)2·6H2O,IMA1995-025,Greece,Approved,1
Natrojarosite,Natrojarosite,NaFe3+3(SO4)2(OH)6,NaFe3+3(S6+O4)2(OH)6,IMA1987 s.p.,USA,Approved,1
Natrolemoynite,Natrolemoynite,Na4Zr2Si10O26·9H2O,Na4Zr4+2Si10O26·9H2O,IMA1996-063,Canada,"Approved,Questionable mineral species",1
Natrolite,Natrolite,Na2(Si3Al2)O10·2H2O,Na2(Si3Al2)O10·2H2O,IMA1997 s.p.,Germany,Approved,1
Natromarkeyite,Natromarkeyite,Na2Ca8(UO2)4(CO3)13(H2O)24·3H2O,Na2Ca8(U6+O2)4(CO3)13(H2O)24·3H2O,IMA2018-152,USA,Approved,1
Natromelansonite,Natromelansonite,Na3Zr[Si7AlO19]·4H2O,Na3Zr4+[Si7AlO19]·4H2O,IMA2023-076,Canada,"Approved,Renamed",1
Natromolybdite,Natromolybdite,Na2MoO4·2H2O,Na2Mo6+O4·2H2O,IMA2022-130,Russia,"Approved,Grandfathered",1
Natron,Natron,Na2(CO3)·10H2O,Na2CO3·10H2O,IMA1967 s.p.,unknown,Approved,1
Natronambulite,Natronambulite,NaMn2+4Si5O14(OH),NaMn2+4Si5O14(OH),IMA1981-034,Japan,Approved,1
Natroniobite,Natroniobite,NaNbO3,NaNb5+O3,,Russia,Approved,1
Natropalermoite,Natropalermoite,Na2SrAl4(PO4)4(OH)4,Na2SrAl4(PO4)4(OH)4,IMA2013-118,USA,Approved,1
Natropharmacoalumite,Natropharmacoalumite,NaAl4(AsO4)3(OH)4·4H2O,NaAl4(As5+O4)3(OH)4·4H2O,IMA2010-009,Spain,Approved,1
Natropharmacosiderite,Natropharmacosiderite,NaFe3+4(AsO4)3(OH)4·4H2O,NaFe3+4(As5+O4)3(OH)4·4H2O,IMA1983-025,Australia,"Approved,Renamed",1
Natrophilite,Natrophilite,NaMn2+(PO4),NaMn2+PO4,,USA,Approved,1
Natrophosphate,Natrophosphate,Na7(PO4)2F·19H2O,Na7(PO4)2F·19H2O,IMA1971-041,Russia,Approved,1
Natrosilite,Natrosilite,Na2Si2O5,Na2Si2O5,IMA1974-043,Russia,Approved,1
Natrosulfatourea,Natrosulfatourea,Na2(SO4)[CO(NH2)2],Na2(S6+O4)[CO(N3-H2)2],IMA2019-134,USA,"Approved,Grandfathered",1
Natrotantite,Natrotantite,Na2Ta4O11,Na2Ta5+4O11,IMA1980-026,Russia,"Approved,Grandfathered",1
Natrotitanite,Natrotitanite,(Na0.5Y0.5)TiO(SiO4),(Na0.5Y0.5)Ti4+(SiO4)O,IMA2011-033,Kazakhstan,"Approved,Grandfathered",1
Natrouranospinite,Natrouranospinite,Na2(UO2)2(AsO4)2·5H2O,Na2(U6+O2)2(As5+O4)2·5H2O,IMA2007 s.p.,Kazakhstan,Approved,1
Natrowalentaite,Natrowalentaite,[Fe3+0.5Na0.5(H2O)6][NaAs3+2(Fe3+2.33W6+0.67)(PO4)2O7],[Fe3+0.5Na0.5(H2O)6][NaAs3+2(Fe3+2.33W6+0.67)(PO4)2O7],IMA2018-032a,Australia,"Approved,Pending publication",1
Natroxalate,Natroxalate,Na2(C2O4),Na2(C2)6+O4,IMA1994-053,Russia,Approved,1
Natrozippeite,Natrozippeite,Na5(UO2)8(SO4)4O5(OH)3·12H2O,Na5(U6+O2)8(S6+O4)4O5(OH)3·12H2O,IMA1971-004,USA,Approved,1
Naujakasite,Naujakasite,Na6Fe2+Al4Si8O26,Na6Fe2+Al4Si8O26,,Denmark (Greenland),Approved,1
Naumannite,Naumannite,Ag2Se,Ag1+2Se2-,,Germany,"Approved,Redefined",1
Navajoite,Navajoite,"(V5+,Fe3+)10O24·12H2O","(V5+,Fe3+)10O24·12H2O",,USA,Approved,1
Navrotskyite,Navrotskyite,K2Na10(UO2)3(SO4)9·2H2O,K2Na10(U6+O2)3(S6+O4)9·2H2O,IMA2019-026,USA,Approved,1
Nazarchukite,Nazarchukite,Ca2NiFe3+2(PO4)4,Ca2Ni2+Fe3+2(PO4)4,IMA2022-005,Jordan,Approved,1
Nazarovite,Nazarovite,Ni12P5,Ni12P5,IMA2019-013,Israel / Russia (meteorite),"Approved,Grandfathered",1
Nchwaningite,Nchwaningite,Mn2SiO3(OH)2·H2O,Mn2+2SiO3(OH)2·H2O,IMA1994-002,South Africa,Approved,1
Nealite,Nealite,Pb4Fe(AsO3)2Cl4·2H2O,Pb2+4Fe2+(As3+O3)2Cl4·2H2O,IMA1979-050,Greece,Approved,1
Nechelyustovite,Nechelyustovite,(Na[box])[box]2Ba4Ti4Nb4(Na11[box])Ti4(Si2O7)8O8(OH)8(H2O)12,(Na[box])[box]2Ba4Ti4+4Nb5+4(Na11[box])Ti4+4(Si2O7)8O8(OH)8(H2O)12,IMA2006-021,Russia,Approved,1
Nefedovite,Nefedovite,Na5Ca4(PO4)4F,Na5Ca4(PO4)4F,IMA1982-048,Russia,"Approved,Grandfathered",1
Negevite,Negevite,NiP2,NiP2,IMA2013-104,Israel,"Approved,Grandfathered",1
Neighborite,Neighborite,NaMgF3,NaMgF3,IMA1967 s.p.,USA,"Approved,Redefined",1
Nekoite,Nekoite,Ca3Si6O15·7H2O,Ca3Si6O15·7H2O,,USA,"Approved,Grandfathered",1
Nekrasovite,Nekrasovite,Cu13VSn3S16,Cu1+9Cu2+4V3+Sn4+3S2-16,IMA1983-051,Uzbekistan,Approved,1
Nelenite,Nelenite,Mn2+16As3+3Si12O36(OH)17,Mn2+16As3+3Si12O36(OH)17,IMA1982-011,USA,"Approved,Grandfathered",1
Neltnerite,Neltnerite,CaMn3+6O8(SiO4),CaMn3+6O8(SiO4),IMA1979-059,Morocco,Approved,1
Nenadkevichite,Nenadkevichite,"(Na,[box])8Nb4(Si4O12)2(O,OH)4·8H2O","(Na,[box])8Nb5+4(Si4O12)2(O,OH)4·8H2O",,Russia,"Approved,Grandfathered",1
Neotocite,Neotocite,"(Mn,Fe)SiO3·H2O (?)","(Mn2+,Fe2+)SiO3·H2O",,Sweden,Approved,1
Nepheline,Nepheline,Na3K(Al4Si4O16),Na3K(Al4Si4O16),IMA2018 s.p.,Italy,Approved,1
Népouite,Nepouite,Ni3Si2O5(OH)4,Ni2+3Si2O5(OH)4,,France (New Caledonia),Approved,1
Nepskoeite,Nepskoeite,Mg4Cl(OH)7·6H2O,Mg4Cl(OH)7·6H2O,IMA1996-016,Russia,Approved,1
Neptunite,Neptunite,KNa2LiFe2+2Ti2Si8O24,KNa2LiFe2+2Ti4+2Si8O24,,Denmark (Greenland),"Approved,Grandfathered",1
Neskevaaraite-Fe,Neskevaaraite-Fe,"NaK3Fe(Ti,Nb)4(Si4O12)2(O,OH)4·6H2O","NaK3Fe2+(Ti4+,Nb5+)4(Si4O12)2(O,OH)4·6H2O",IMA2002-007,Russia,Approved,1
Nesquehonite,Nesquehonite,Mg(CO3)·3H2O,MgCO3·3H2O,,USA,"Approved,Redefined",1
Nestolaite,Nestolaite,CaSeO3·H2O,CaSe4+O3·H2O,IMA2013-074,USA,Approved,1
Neustädtelite,Neustadtelite,"Bi2Fe3+(Fe3+,Co)2(O,OH)4(AsO4)2","Bi3+2Fe3+(Fe3+,Co2+)2(As5+O4)2(O,OH)4",IMA1998-016,Germany,Approved,1
Nevadaite,Nevadaite,"(Cu2+,[box],Al,V3+)6Al8(PO4)8F8(OH)2·22H2O","(Cu2+,[box],Al,V3+)6[Al8(PO4)8F8](OH)2·22H2O",IMA2002-035,USA,Approved,1
Nevskite,Nevskite,"Bi(Se,S)","Bi(Se,S)",IMA1983-026,Russia,Approved,1
Newberyite,Newberyite,Mg(PO3OH)·3H2O,Mg(PO3OH)·3H2O,,Australia,Approved,1
Neyite,Neyite,Ag2Cu6Pb25Bi26S68,Ag1+2Cu1+6Pb2+25Bi3+26S2-68,IMA1968-017,Canada,Approved,1
