kingdom,division,class,order,family,genus,species,subspecies,variety,species author,species source,species lsid,species common name,subspecies author,subspecies source,subspecies lsid,subspecies common name,variety author,variety source,variety lsid,variety common name
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,oroyensis,,oroyensis,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d09a2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6764c8a-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,oroyensis,,secundiflora,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d09a2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4f5e44c-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,oroyensis,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d09a2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,ortgiesiana,,,E.Morren ex Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d0ace-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,oxapampae,,,Rauh & von Bismarck,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d0bfa-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pachyaxon,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d0d1c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pacifica,,,Ehlers,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d0e48-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,paleacea,,,C.Presl,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d0f74-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pallescens,,,Betancur & Néstor García,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d1096-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pamelae,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d12f8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pampasensis,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d1460-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,paniculata,,,(L.) L.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d158c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,paraensis,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d16b8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,paraisoensis,,,Ehlers,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d1910-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,parryi,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d1a32-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pastensis,,,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d1b5e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,paucifolia,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d1db6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,peiranoi,,,A.Cast.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d1ed8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,penascoensis,,,Ehlers & Lautner,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2004-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pentasticha,,,Rauh & Wülfingh.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d21e4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pfeufferi,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d234c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pfisteri,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2478-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,piepenbringii,,,(Rauh) J.R.Grant,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f0cd9fc2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pinnata,,,Mez & Sodiro,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d26d0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pinnatodigitata,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d27fc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,piurensis,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2928-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,plagiotropica,,,Rohweder,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2a54-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,platyphylla,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2ca2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,platyrhachis,,magnifica,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2dce-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Rauh & von Bismarck,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4f5e7d0-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,platyrhachis,,platyrhachis,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2dce-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f67647da-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,platyrhachis,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2dce-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,plumosa,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d2ef0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pohliana,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d301c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,polita,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3148-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,polyantha,,,Mez & Sodiro,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3274-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,polystachia,,,(L.) L.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3396-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,polzii,,,Ehlers,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d35ee-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pomacochae,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3724-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,ponderosa,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d385a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,porongoensis,,,L.Hrom. & P.Schneid.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3986-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,portillae,,,E.Gross & Wülfingh.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3ab2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,praschekii,,,Ehlers & Willinger,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3bde-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pretiosa,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3d00-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,prodigiosa,,,(Lem.) Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3e2c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,propagulifera,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d3f58-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pruinosa,,,Sw.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d4084-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudobaileyi,,,C.S.Gardner,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d45a2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudobaileyi,pseudobaileyi,,C.S.Gardner,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d45a2-29c1-102b-9a4a-00304854f820:ac2008,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6764582-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudobaileyi,yucatanensis,,C.S.Gardner,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d45a2-29c1-102b-9a4a-00304854f820:ac2008,,I.Ramírez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4f5eb90-29c1-102b-9a4a-00304854f820:ac2008,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudocardenasii,,,W.Weber,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d4804-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudomacbrideana,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d4926-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudomicans,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d4a52-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudomontana,,,W.Weber & Ehlers,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d4e12-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pseudosetacea,,,Ehlers & Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d5060-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pucaraensis,,,Ehlers,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d5c9a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pueblensis,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d5f6a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,punctulata,,,Schltdl. & Cham.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d60a0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,purpurascens,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d6302-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,purpurea,,,Ruiz & Pav.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d6424-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pyramidata,,pyramidata,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d6c6c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f67641b8-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pyramidata,,vivipara,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d6c6c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4f5f112-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,pyramidata,,,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d6c6c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,quaquaflorifera,,,Matuda,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6d7b08-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,queroensis,,,Gilmartin,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd2050d2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,raackii,,,H.E.Luther,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6dfb50-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,racinae,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6dfc7c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,ramellae,,,W.Till & S.Till,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6dfda8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rariflora,,,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6dfff6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rauhii,,longispica,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e0122-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4f65a58-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rauhii,,rauhii,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e0122-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6763f06-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rauhii,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e0122-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rauschii,,,Rauh & C.O.Lehm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e0bae-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,reclinata,,,E.Pereira & Martinelli,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e0ce4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rectangula,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e0e10-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rectifolia,,,C.A.Wiley ex Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e0f3c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,recurvata,,,(L.) L.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e1068-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,recurvifolia,,,Hook.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e12b6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,reducta,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e13e2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,reichenbachii,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e1630-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,remota,,,Wittm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e175c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,restrepoana,,,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e187e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,retorta,,,Griseb. ex Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e19aa-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,reuteri,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e1acc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,reversa,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:ee5bd25e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rhodocepahala,,,Ehlers & Koide,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e2dd2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rhodosticta,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e2f94-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rhomboidea,,,André,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e30c0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rodrigueziana,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e330e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,roezlii,,,E.Morren,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e343a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rohdenardinii,,,Strehl,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f0cda0ee-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,roland-gosselinii,,,Mez,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e355c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,romeroi,,gruberi,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e3688-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4f6655c-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,romeroi,,romeroi,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e3688-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f6763cae-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,romeroi,,,L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e3688-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rosarioae,,,L.Hrom.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f0cda21a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,roseiflora,,,Ehlers & W.Weber,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df69952e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,roseoscapa,,,Matuda,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e4164-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,roseospicata,,,Matuda,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e529e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rothii,,,Rauh,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e53d4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rotundata,,,(L.B.Sm.) C.S.Gardner,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e5500-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rubella,,,Baker,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e5622-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Bromeliaceae,Tillandsia,rubia,,,Ehlers & L.Colgan,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:df6e574e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
