kingdom,division,class,order,family,genus,species,subspecies,variety,species author,species source,species lsid,species common name,subspecies author,subspecies source,subspecies lsid,subspecies common name,variety author,variety source,variety lsid,variety common name
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,moedensis,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1699ca-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,mollis,,itambeensis,Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd169af6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Hensold,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4a36b9a-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,mollis,,mollis,Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd169af6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f678c01e-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,mollis,,,Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd169af6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,montanus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170054-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,multicostatus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1701b2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,muscosus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170360-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,myocephalus,,minor,(Mart.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170608-29c1-102b-9a4a-00304854f820:ac2008,,,,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4a39084-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,myocephalus,,myocephalus,(Mart.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170608-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f678bc54-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,myocephalus,,,(Mart.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170608-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,myriophyllus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170860-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,nanus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170982-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,neglectus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd170aae-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,neocaldensis,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1710c6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,neopulvinatus,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1711f2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,nigrescens,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17131e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,nigricans,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd171440-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,nigricaulis,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17168e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,nigriflorus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1717ba-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,nipensis,,,Gonz.Géigel,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1718e6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,obconicus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd171b34-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,obnatus,,,Tissot-Sq.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd171c92-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,obtusifolius,,,(Steud.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd171f26-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,ocreatus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17208e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,oerstedianus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1748a2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,oligocephalus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1749ce-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,orthoblepharus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd174afa-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,orthogonalis,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd174c26-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,ovatus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd174eb0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,oxyphyllus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd174fdc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,oyapockensis,,,Herzog,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd175108-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pallidus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd175392-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,parallelinervius,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1754be-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,paramensis,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1755f4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,parvicephalus,,parvicephalus,(Moldenke) Hensold,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17572a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f678b632-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,parvicephalus,,wurdackii,(Moldenke) Hensold,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17572a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Moldenke) Hensold,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4a3a948-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,parvicephalus,,,(Moldenke) Hensold,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17572a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,parviflorus,,,(Hensold) Hensold,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17584c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,parvifolius,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd175fb8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,parvus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd176332-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,paulensis,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17645e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,paulinus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd176580-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pauper,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1766ac-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pedunculatus,,,(Bong.) Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1767ce-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,perbracchiatus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd176a26-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,perpusillus,,,Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd176b48-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,petraeus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd176c74-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,phaeocephalus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd176daa-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,phelpsiae,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd176f08-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pilosus,,,(Kunth) Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd177160-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,piresii,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17728c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,plagiostigma,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1773b8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,planifolius,,globulifer,(Bong.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1774da-29c1-102b-9a4a-00304854f820:ac2008,,,,,,(Silveira) Moldenke & L.B.Sm.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f4a3aaf6-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,planifolius,,planifolius,(Bong.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1774da-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:f678b182-29c1-102b-9a4a-00304854f820:ac2008,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,planifolius,,,(Bong.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1774da-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,plantagineus,,,(Bong.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1777be-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,plantaginoides,,,(Desv.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd177a2a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,platycaulis,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd177b4c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,plumosus,,,(Bong.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd177c78-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,polyandrus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd177da4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,polycladus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1784d4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,polygonus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd178628-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,polytrichoides,,,Kunth,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd178754-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,praedensatus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd178880-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,praemorsus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1789a2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pruinosus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd178ace-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pseudoelongatus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd178d1c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pseudotortilis,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd178e3e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pubescens,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1791b8-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pulchellus,,,Herzog,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd179406-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pullus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17965e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pulvinatus,,,N.E.Br.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd179532-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,pungens,,,Griseb.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1798ac-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,reflexus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd1799ce-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,refractifolius,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd179afa-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,regalis,,,Mart. ex Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd179ce4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,regelianus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd179e1a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,repens,,,(Lam.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd179f3c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,restingensis,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17a068-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,retusus,,,C.Wright,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17a18a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,revolutus,,,Hensold,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17a2b6-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,rhizocephalus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17a3e2-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,rhizomatosus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17a59a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,riedelianus,,,(Bong.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17a6d0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,rigidifolius,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17a7fc-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,rigidulus,,,Mart.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17aa54-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,riparius,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17ab80-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,roraimensis,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17acac-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,rufescens,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17ae1e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,ruficeps,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17af4a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,rufoalbus,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17b076-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,saxatilis,,,(Bong.) Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17b2c4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,saxicola,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17b3f0-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,scandens,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17b512-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,schlimii,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17b6d4-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,schneckii,,,Poulsen,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17b940-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,scholiophyllus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17c67e-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,schomburgkii,,,Klotzsch ex Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd17f22a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,schuechianus,,,Körn.,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd190c46-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,schultesii,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd190d7c-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,scleranthus,,,Ruhland,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd190f2a-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,scopulifer,,,Silveira,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd191204-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
Plantae,Magnoliophyta,Liliopsida,Poales,Eriocaulaceae,Paepalanthus,scopulorum,,,Moldenke,Catalogue of Life 2008,urn:lsid:catalogueoflife.org:taxon:dd191330-29c1-102b-9a4a-00304854f820:ac2008,,,,,,,,,
