kingdom,phylum,class,order,family,genus,species,subspecies,family common name,species author,species source,species lsid,species common name,subspecies author,subspecies source,subspecies lsid,subspecies common name
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,simum,,rhinoceroses,"(Burchell, 1817)",ITIS,urn:lsid:catalogueoflife.org:taxon:dec335d0-29c1-102b-9a4a-00304854f820:ac2008,white rhinoceros,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,,rhinoceroses,"(G. Fischer, 1814)",ITIS,urn:lsid:catalogueoflife.org:taxon:dec33706-29c1-102b-9a4a-00304854f820:ac2008,Sumatran rhinoceros,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,bicornis,,rhinoceroses,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:dec332e2-29c1-102b-9a4a-00304854f820:ac2008,black rhinoceros,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,,rhinoceroses,"Desmarest, 1822",ITIS,urn:lsid:catalogueoflife.org:taxon:df140924-29c1-102b-9a4a-00304854f820:ac2008,Javan rhinoceros,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,,rhinoceroses,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:da2941ae-29c1-102b-9a4a-00304854f820:ac2008,Indian rhinoceros,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,bairdii,,tapirs,"(Gill, 1865)",ITIS,urn:lsid:catalogueoflife.org:taxon:da2942da-29c1-102b-9a4a-00304854f820:ac2008,Central American tapir,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,indicus,,tapirs,"Desmarest, 1819",ITIS,urn:lsid:catalogueoflife.org:taxon:da293be6-29c1-102b-9a4a-00304854f820:ac2008,Malayan tapir,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,pinchaque,,tapirs,"(Roulin, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:da293e34-29c1-102b-9a4a-00304854f820:ac2008,mountain tapir,,,,
Animalia,Chordata,Mammalia,Perissodactyla,Tapiridae,Tapirus,terrestris,,tapirs,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df127604-29c1-102b-9a4a-00304854f820:ac2008,South American tapir,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,crassicaudata,,,"É. Geoffroy Saint-Hilaire, 1803",ITIS,urn:lsid:catalogueoflife.org:taxon:ee26ad68-29c1-102b-9a4a-00304854f820:ac2008,Indian Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,culionensis,,,"(de Elera, 1915)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9f3f10c-29c1-102b-9a4a-00304854f820:ac2008,Philippine Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,gigantea,,,"Illiger, 1815",ITIS,urn:lsid:catalogueoflife.org:taxon:df420fa4-29c1-102b-9a4a-00304854f820:ac2008,Giant Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,javanica,,,"Desmarest, 1822",ITIS,urn:lsid:catalogueoflife.org:taxon:df4211f2-29c1-102b-9a4a-00304854f820:ac2008,Sunda Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,pentadactyla,,,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df4210d0-29c1-102b-9a4a-00304854f820:ac2008,Chinese Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,pentadactyla,aurita,,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df4210d0-29c1-102b-9a4a-00304854f820:ac2008,Chinese Pangolin,"Hodgson, 1836",ITIS,urn:lsid:catalogueoflife.org:taxon:f6811c1e-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,pentadactyla,pentadactyla,,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df4210d0-29c1-102b-9a4a-00304854f820:ac2008,Chinese Pangolin,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:f681a116-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,pentadactyla,pusilla,,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df4210d0-29c1-102b-9a4a-00304854f820:ac2008,Chinese Pangolin,"J. Allen, 1906",ITIS,urn:lsid:catalogueoflife.org:taxon:f6819fea-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,temminckii,,,"Smuts, 1832",ITIS,urn:lsid:catalogueoflife.org:taxon:df420540-29c1-102b-9a4a-00304854f820:ac2008,Ground Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,tetradactyla,,,"Linnaeus, 1766",ITIS,urn:lsid:catalogueoflife.org:taxon:df420e82-29c1-102b-9a4a-00304854f820:ac2008,Long-tailed Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,tricuspis,,,"Rafinesque, 1821",ITIS,urn:lsid:catalogueoflife.org:taxon:df42131e-29c1-102b-9a4a-00304854f820:ac2008,Tree Pangolin,,,,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,tricuspis,mabirae,,"Rafinesque, 1821",ITIS,urn:lsid:catalogueoflife.org:taxon:df42131e-29c1-102b-9a4a-00304854f820:ac2008,Tree Pangolin,"(Allen and Loveridge, 1942)",ITIS,urn:lsid:catalogueoflife.org:taxon:f472ebf0-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis,tricuspis,tricuspis,,"Rafinesque, 1821",ITIS,urn:lsid:catalogueoflife.org:taxon:df42131e-29c1-102b-9a4a-00304854f820:ac2008,Tree Pangolin,"Rafinesque, 1821",ITIS,urn:lsid:catalogueoflife.org:taxon:f680d240-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,pygmaeus,,Three-toed Sloths,"Anderson and Handley, 2001",ITIS,urn:lsid:catalogueoflife.org:taxon:defd3a3c-29c1-102b-9a4a-00304854f820:ac2008,Pygmy Three-toed Sloth,,,,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,torquatus,,Three-toed Sloths,"Illiger, 1811",ITIS,urn:lsid:catalogueoflife.org:taxon:da298a2e-29c1-102b-9a4a-00304854f820:ac2008,Maned Three-toed Sloth,,,,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,tridactylus,,Three-toed Sloths,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:da298b50-29c1-102b-9a4a-00304854f820:ac2008,Pale-throated Three-toed Sloth,,,,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,,,,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,boliviensis,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,"(Gray, 1871)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f25cf0-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,brasiliensis,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,"Blainville, 1840",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f25e12-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,ephippiger,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,"Philippi, 1870",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f25f3e-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,gorgon,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,"Thomas, 1926",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f2606a-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,infuscatus,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,"Wagler, 1831",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f2618c-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,trivittatus,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,"Cornalia, 1849",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f262b8-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,variegatus,variegatus,Three-toed Sloths,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:df14ddcc-29c1-102b-9a4a-00304854f820:ac2008,Brown-throated Three-toed Sloth,"Schinz, 1825",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f263e4-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,,,,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,catellus,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,"Thomas, 1928",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26506-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,didactylus,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26632-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,dorsalis,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,"(Gray, 1865)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26754-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,eva,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,"Thomas, 1902",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26880-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,ida,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,"Thomas, 1900",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f269ac-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,melini,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,"Lönnberg, 1928",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26ace-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,didactylus,mexicanus,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e01a-29c1-102b-9a4a-00304854f820:ac2008,Silky Anteater,"Hollister, 1914",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26bfa-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,didactylus,,Two-toed Sloths,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e150-29c1-102b-9a4a-00304854f820:ac2008,Southern Two-toed Sloth,,,,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,,Two-toed Sloths,"Peters, 1858",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e2b8-29c1-102b-9a4a-00304854f820:ac2008,Hoffmann's Two-toed Sloth,,,,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,capitalis,Two-toed Sloths,"Peters, 1858",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e2b8-29c1-102b-9a4a-00304854f820:ac2008,Hoffmann's Two-toed Sloth,"J. A. Allen, 1913",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26d26-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,florenciae,Two-toed Sloths,"Peters, 1858",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e2b8-29c1-102b-9a4a-00304854f820:ac2008,Hoffmann's Two-toed Sloth,"J. A. Allen, 1913",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26e48-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,hoffmanni,Two-toed Sloths,"Peters, 1858",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e2b8-29c1-102b-9a4a-00304854f820:ac2008,Hoffmann's Two-toed Sloth,"Peters, 1858",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f26f74-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,juruanus,Two-toed Sloths,"Peters, 1858",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e2b8-29c1-102b-9a4a-00304854f820:ac2008,Hoffmann's Two-toed Sloth,"Lönnberg, 1942",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f270a0-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus,hoffmanni,pallescens,Two-toed Sloths,"Peters, 1858",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e2b8-29c1-102b-9a4a-00304854f820:ac2008,Hoffmann's Two-toed Sloth,"Lönnberg, 1928",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f255f2-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,,American anteaters,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e3e4-29c1-102b-9a4a-00304854f820:ac2008,Giant Anteater,,,,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,artata,American anteaters,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e3e4-29c1-102b-9a4a-00304854f820:ac2008,Giant Anteater,"Osgood, 1912",ITIS,urn:lsid:catalogueoflife.org:taxon:f59e111c-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,centralis,American anteaters,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e3e4-29c1-102b-9a4a-00304854f820:ac2008,Giant Anteater,"Lyon, 1906",ITIS,urn:lsid:catalogueoflife.org:taxon:f59e0fc8-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,tridactyla,American anteaters,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e3e4-29c1-102b-9a4a-00304854f820:ac2008,Giant Anteater,"Linnaeus, 1758",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b51a02-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,,American anteaters,"(Saussure, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e510-29c1-102b-9a4a-00304854f820:ac2008,Northern Tamandua,,,,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,instabilis,American anteaters,"(Saussure, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e510-29c1-102b-9a4a-00304854f820:ac2008,Northern Tamandua,"J. A. Allen, 1904",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f254c6-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,mexicana,American anteaters,"(Saussure, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e510-29c1-102b-9a4a-00304854f820:ac2008,Northern Tamandua,"(Saussure, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4f253a4-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,opistholeuca,American anteaters,"(Saussure, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e510-29c1-102b-9a4a-00304854f820:ac2008,Northern Tamandua,"Gray, 1873",ITIS,urn:lsid:catalogueoflife.org:taxon:f5ee4eca-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,mexicana,punensis,American anteaters,"(Saussure, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e510-29c1-102b-9a4a-00304854f820:ac2008,Northern Tamandua,"J. A. Allen, 1916",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b51764-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,,American anteaters,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e63c-29c1-102b-9a4a-00304854f820:ac2008,Southern Tamandua,,,,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,nigra,American anteaters,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e63c-29c1-102b-9a4a-00304854f820:ac2008,Southern Tamandua,"(Geoffroy, 1803)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b518cc-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,quichua,American anteaters,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e63c-29c1-102b-9a4a-00304854f820:ac2008,Southern Tamandua,"Thomas, 1927",ITIS,urn:lsid:catalogueoflife.org:taxon:f59e38ae-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,straminea,American anteaters,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e63c-29c1-102b-9a4a-00304854f820:ac2008,Southern Tamandua,"(Cope, 1889)",ITIS,urn:lsid:catalogueoflife.org:taxon:f59e3782-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,tetradactyla,American anteaters,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:df14e63c-29c1-102b-9a4a-00304854f820:ac2008,Southern Tamandua,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b46300-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callimico,goeldii,,,"(Thomas, 1904)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeb1e6-29c1-102b-9a4a-00304854f820:ac2008,Goeldi's monkey,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,argentata,,,"(Linnaeus, 1771)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeb394-29c1-102b-9a4a-00304854f820:ac2008,silvery marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,aurita,,,"(É. Geoffroy Saint-Hilaire, 1812)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeb4ca-29c1-102b-9a4a-00304854f820:ac2008,white-eared marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,flaviceps,,,"(Thomas, 1903)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeb5f6-29c1-102b-9a4a-00304854f820:ac2008,buffy-headed marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,geoffroyi,,,"(Humboldt, 1812)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeb722-29c1-102b-9a4a-00304854f820:ac2008,Geoffroy's marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,humeralifera,,,"(É. Geoffroy Saint-Hilaire, 1812)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeb84e-29c1-102b-9a4a-00304854f820:ac2008,tassel-eared marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,jacchus,,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeb97a-29c1-102b-9a4a-00304854f820:ac2008,white-tufted-ear marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,kuhlii,,,"(Wied-Neuwied, 1826)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeba9c-29c1-102b-9a4a-00304854f820:ac2008,Weid's black-tufted-ear marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,penicillata,,,"(É. Geoffroy Saint-Hilaire, 1812)",ITIS,urn:lsid:catalogueoflife.org:taxon:defebcf4-29c1-102b-9a4a-00304854f820:ac2008,black-pencilled marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix,pygmaea,,,"(Spix, 1823)",ITIS,urn:lsid:catalogueoflife.org:taxon:defebbc8-29c1-102b-9a4a-00304854f820:ac2008,pygmy marmoset,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,caissara,,,"Lorini and Persson, 1990",ITIS,urn:lsid:catalogueoflife.org:taxon:defec06e-29c1-102b-9a4a-00304854f820:ac2008,black-faced lion tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysomelas,,,"(Kuhl, 1820)",ITIS,urn:lsid:catalogueoflife.org:taxon:defebe16-29c1-102b-9a4a-00304854f820:ac2008,golden-headed lion tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,chrysopygus,,,"(Mikan, 1823)",ITIS,urn:lsid:catalogueoflife.org:taxon:defebf42-29c1-102b-9a4a-00304854f820:ac2008,golden-rumped lion tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,,,"(Linnaeus, 1766)",ITIS,urn:lsid:catalogueoflife.org:taxon:defec226-29c1-102b-9a4a-00304854f820:ac2008,golden lion tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,bicolor,,,"(Spix, 1823)",ITIS,urn:lsid:catalogueoflife.org:taxon:defec35c-29c1-102b-9a4a-00304854f820:ac2008,Brazilian bare-faced tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,fuscicollis,,,"(Spix, 1823)",ITIS,urn:lsid:catalogueoflife.org:taxon:defec492-29c1-102b-9a4a-00304854f820:ac2008,saddlebacked tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,geoffroyi,,,"(Pucheran, 1845)",ITIS,urn:lsid:catalogueoflife.org:taxon:defec5b4-29c1-102b-9a4a-00304854f820:ac2008,Geoffroy's tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,imperator,,,"(Goeldi, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:defec6e0-29c1-102b-9a4a-00304854f820:ac2008,emperor tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,inustus,,,"(Schwartz, 1951)",ITIS,urn:lsid:catalogueoflife.org:taxon:defec802-29c1-102b-9a4a-00304854f820:ac2008,mottle-face tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,labiatus,,,"(É. Geoffroy Saint-Hilaire, 1812)",ITIS,urn:lsid:catalogueoflife.org:taxon:defec92e-29c1-102b-9a4a-00304854f820:ac2008,red-chested mustached tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,leucopus,,,"(Günther, 1877)",ITIS,urn:lsid:catalogueoflife.org:taxon:defeca5a-29c1-102b-9a4a-00304854f820:ac2008,silvery-brown bare-face tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,midas,,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:defecb7c-29c1-102b-9a4a-00304854f820:ac2008,Midas tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,mystax,,,"(Spix, 1823)",ITIS,urn:lsid:catalogueoflife.org:taxon:defecca8-29c1-102b-9a4a-00304854f820:ac2008,black-chested mustached tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,nigricollis,,,"(Spix, 1823)",ITIS,urn:lsid:catalogueoflife.org:taxon:defecdca-29c1-102b-9a4a-00304854f820:ac2008,black-mantled tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,oedipus,,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:defecef6-29c1-102b-9a4a-00304854f820:ac2008,cotton-top tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,tripartitus,,,"(Milne-Edwards, 1878)",ITIS,urn:lsid:catalogueoflife.org:taxon:defed022-29c1-102b-9a4a-00304854f820:ac2008,golden-mantled tamarin,,,,
Animalia,Chordata,Mammalia,Primates,Cebidae,Alouatta,belzebul,,new world monkeys,"(Linnaeus, 1766)",ITIS,urn:lsid:catalogueoflife.org:taxon:defed5ea-29c1-102b-9a4a-00304854f820:ac2008,red-handed howler monkey,,,,
