kingdom,phylum,class,order,family,genus,species,subspecies,family common name,species author,species source,species lsid,species common name,subspecies author,subspecies source,subspecies lsid,subspecies common name
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,,,"Thomas, 1905",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d9312-29c1-102b-9a4a-00304854f820:ac2008,Fynbos Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,corriae,,"Thomas, 1905",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d9312-29c1-102b-9a4a-00304854f820:ac2008,Fynbos Golden Mole,"Thomas, 1905",ITIS,urn:lsid:catalogueoflife.org:taxon:f4c82570-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,corriae,devilliersi,,"Thomas, 1905",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d9312-29c1-102b-9a4a-00304854f820:ac2008,Fynbos Golden Mole,"Roberts, 1946",ITIS,urn:lsid:catalogueoflife.org:taxon:f4c8269c-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,,,"(A. Smith, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f98f0-29c1-102b-9a4a-00304854f820:ac2008,Hottentot Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,hottentotus,,"(A. Smith, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f98f0-29c1-102b-9a4a-00304854f820:ac2008,Hottentot Golden Mole,"(A. Smith, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5f10c78-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,iris,,"(A. Smith, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f98f0-29c1-102b-9a4a-00304854f820:ac2008,Hottentot Golden Mole,"Thomas and Schwann, 1905",ITIS,urn:lsid:catalogueoflife.org:taxon:f5f10b56-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,longiceps,,"(A. Smith, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f98f0-29c1-102b-9a4a-00304854f820:ac2008,Hottentot Golden Mole,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5f10a20-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,meesteri,,"(A. Smith, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f98f0-29c1-102b-9a4a-00304854f820:ac2008,Hottentot Golden Mole,"Bronner, 2000",ITIS,urn:lsid:catalogueoflife.org:taxon:f46a261e-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,hottentotus,pondoliae,,"(A. Smith, 1829)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f98f0-29c1-102b-9a4a-00304854f820:ac2008,Hottentot Golden Mole,"Thomas and Schwann, 1905",ITIS,urn:lsid:catalogueoflife.org:taxon:f5beba52-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,marleyi,,,"Roberts, 1931",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d90c4-29c1-102b-9a4a-00304854f820:ac2008,Marley's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,robustus,,,"Bronner, 2000",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d91f0-29c1-102b-9a4a-00304854f820:ac2008,Robust Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Amblysomus,septentrionalis,,,"Roberts, 1913",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8fa2-29c1-102b-9a4a-00304854f820:ac2008,Highveld Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,leucorhinus,,,"(Huet, 1885)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9d6fae8-29c1-102b-9a4a-00304854f820:ac2008,Congo Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,leucorhinus,cahni,,"(Huet, 1885)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9d6fae8-29c1-102b-9a4a-00304854f820:ac2008,Congo Golden Mole,"(Schwarz and Mertens, 1922)",ITIS,urn:lsid:catalogueoflife.org:taxon:f680d6dc-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,leucorhinus,leucorhinus,,"(Huet, 1885)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9d6fae8-29c1-102b-9a4a-00304854f820:ac2008,Congo Golden Mole,"(Huet, 1885)",ITIS,urn:lsid:catalogueoflife.org:taxon:f681a5bc-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,,,"(Peters, 1851)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9f41b50-29c1-102b-9a4a-00304854f820:ac2008,Yellow Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,chrysillus,,"(Peters, 1851)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9f41b50-29c1-102b-9a4a-00304854f820:ac2008,Yellow Golden Mole,"(Thomas and Schwann, 1905)",ITIS,urn:lsid:catalogueoflife.org:taxon:f6819c70-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,limpopoensis,,"(Peters, 1851)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9f41b50-29c1-102b-9a4a-00304854f820:ac2008,Yellow Golden Mole,"(Roberts, 1946)",ITIS,urn:lsid:catalogueoflife.org:taxon:f6819b4e-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,obtusirostris,obtusirostris,,"(Peters, 1851)",ITIS,urn:lsid:catalogueoflife.org:taxon:d9f41b50-29c1-102b-9a4a-00304854f820:ac2008,Yellow Golden Mole,"(Peters, 1851)",ITIS,urn:lsid:catalogueoflife.org:taxon:f603c62e-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Calcochloris,tytonis,,,"(Simonetta, 1968)",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8e6c-29c1-102b-9a4a-00304854f820:ac2008,Somali Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Carpitalpa,arendsi,,,"(Lundholm, 1955)",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8d36-29c1-102b-9a4a-00304854f820:ac2008,Arend's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,duthieae,,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9a1c-29c1-102b-9a4a-00304854f820:ac2008,Duthie's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9b48-29c1-102b-9a4a-00304854f820:ac2008,Sclater's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,guillarmodi,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9b48-29c1-102b-9a4a-00304854f820:ac2008,Sclater's Golden Mole,"Roberts, 1936",ITIS,urn:lsid:catalogueoflife.org:taxon:f5c094bc-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,montana,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9b48-29c1-102b-9a4a-00304854f820:ac2008,Sclater's Golden Mole,"Roberts, 1924",ITIS,urn:lsid:catalogueoflife.org:taxon:f5b873ae-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,sclateri,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9b48-29c1-102b-9a4a-00304854f820:ac2008,Sclater's Golden Mole,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5bbf466-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chlorotalpa,sclateri,shortridgei,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9b48-29c1-102b-9a4a-00304854f820:ac2008,Sclater's Golden Mole,"Broom, 1950",ITIS,urn:lsid:catalogueoflife.org:taxon:f5b8054a-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,asiatica,,,"(Linnaeus, 1758)",ITIS,urn:lsid:catalogueoflife.org:taxon:e88f66c4-29c1-102b-9a4a-00304854f820:ac2008,Cape Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,,,"Matschie, 1894",ITIS,urn:lsid:catalogueoflife.org:taxon:d9d7bd5c-29c1-102b-9a4a-00304854f820:ac2008,Stuhlmann's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,balsaci,,"Matschie, 1894",ITIS,urn:lsid:catalogueoflife.org:taxon:d9d7bd5c-29c1-102b-9a4a-00304854f820:ac2008,Stuhlmann's Golden Mole,"(Lamotte and Petter, 1981)",ITIS,urn:lsid:catalogueoflife.org:taxon:f681062a-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,stuhlmanni,stuhlmanni,,"Matschie, 1894",ITIS,urn:lsid:catalogueoflife.org:taxon:d9d7bd5c-29c1-102b-9a4a-00304854f820:ac2008,Stuhlmann's Golden Mole,"Matschie, 1894",ITIS,urn:lsid:catalogueoflife.org:taxon:f68104fe-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysochloris,visagiei,,,"Broom, 1950",ITIS,urn:lsid:catalogueoflife.org:taxon:d9f418f8-29c1-102b-9a4a-00304854f820:ac2008,Visagie's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,trevelyani,,,"(Günther, 1875)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9c7e-29c1-102b-9a4a-00304854f820:ac2008,Giant Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,,,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9db4-29c1-102b-9a4a-00304854f820:ac2008,Rough-haired Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,dobsoni,,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9db4-29c1-102b-9a4a-00304854f820:ac2008,Rough-haired Golden Mole,"(Broom, 1918)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5c09142-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,leschae,,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9db4-29c1-102b-9a4a-00304854f820:ac2008,Rough-haired Golden Mole,"(Broom, 1918)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5afc61e-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,rufopallidus,,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9db4-29c1-102b-9a4a-00304854f820:ac2008,Rough-haired Golden Mole,"(Roberts, 1924)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5b807d4-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,rufus,,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9db4-29c1-102b-9a4a-00304854f820:ac2008,Rough-haired Golden Mole,"(Meester, 1953)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5e426de-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,transvaalensis,,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9db4-29c1-102b-9a4a-00304854f820:ac2008,Rough-haired Golden Mole,"(Broom, 1913)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5c07608-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Chrysospalax,villosus,villosus,,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9db4-29c1-102b-9a4a-00304854f820:ac2008,Rough-haired Golden Mole,"(A. Smith, 1833)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5ac9c5a-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Cryptochloris,wintoni,,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33f9f08-29c1-102b-9a4a-00304854f820:ac2008,De Winton's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Cryptochloris,zyli,,,"Shortridge and Carter, 1938",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa034-29c1-102b-9a4a-00304854f820:ac2008,Van Zyl's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Eremitalpa,granti,,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa16a-29c1-102b-9a4a-00304854f820:ac2008,Grant's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Eremitalpa,granti,granti,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa16a-29c1-102b-9a4a-00304854f820:ac2008,Grant's Golden Mole,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f5b80b1c-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Eremitalpa,granti,namibensis,,"(Broom, 1907)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa16a-29c1-102b-9a4a-00304854f820:ac2008,Grant's Golden Mole,"Bauer and Niethammer, 1959",ITIS,urn:lsid:catalogueoflife.org:taxon:f5b809d2-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus,gunningi,,,"(Broom, 1908)",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8b56-29c1-102b-9a4a-00304854f820:ac2008,Gunning's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Chrysochloridae,Neamblysomus,julianae,,,"(Meester, 1972)",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8a2a-29c1-102b-9a4a-00304854f820:ac2008,Juliana's Golden Mole,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Echinops,telfairi,,,"Martin, 1838",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb9a2-29c1-102b-9a4a-00304854f820:ac2008,Lesser Hedgehog Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Geogale,aurita,,,"Milne-Edwards and A. Grandidier, 1872",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa3c2-29c1-102b-9a4a-00304854f820:ac2008,Large-eared Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Geogale,aurita,aurita,,"Milne-Edwards and A. Grandidier, 1872",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa3c2-29c1-102b-9a4a-00304854f820:ac2008,Large-eared Tenrec,"Milne-Edwards and A. Grandidier, 1872",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b31ad6-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Geogale,aurita,orientalis,,"Milne-Edwards and A. Grandidier, 1872",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa3c2-29c1-102b-9a4a-00304854f820:ac2008,Large-eared Tenrec,"G. Grandidier and Petit, 1930",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b319b4-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Hemicentetes,nigriceps,,,"Günther, 1875",ITIS,urn:lsid:catalogueoflife.org:taxon:ecf3d7f4-29c1-102b-9a4a-00304854f820:ac2008,Highland Streaked Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Hemicentetes,semispinosus,,,"(G. Cuvier, 1798)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fbace-29c1-102b-9a4a-00304854f820:ac2008,streaked tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Limnogale,mergulus,,,"Major, 1896",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa4ee-29c1-102b-9a4a-00304854f820:ac2008,Web-footed Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,brevicaudata,,,"G. Grandidier, 1899",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa61a-29c1-102b-9a4a-00304854f820:ac2008,Short-tailed Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,cowani,,,"Thomas, 1882",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa746-29c1-102b-9a4a-00304854f820:ac2008,Cowan's Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,dobsoni,,,"Thomas, 1884",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa87c-29c1-102b-9a4a-00304854f820:ac2008,Dobson's Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,drouhardi,,,"G. Grandidier, 1934",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8462-29c1-102b-9a4a-00304854f820:ac2008,Drouhard's Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,dryas,,,"Jenkins, 1992",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fa9a8-29c1-102b-9a4a-00304854f820:ac2008,tree shrew tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,fotsifotsy,,,"Jenkins, Raxworthy and Nussbaum, 1997",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8214-29c1-102b-9a4a-00304854f820:ac2008,Pale Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,gracilis,,,"(Major, 1896)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33faad4-29c1-102b-9a4a-00304854f820:ac2008,Gracile Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,gymnorhyncha,,,"Jenkins, Goodman and Raxworthy, 1996",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d8336-29c1-102b-9a4a-00304854f820:ac2008,Naked-nosed Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,longicaudata,,,"Thomas, 1882",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fac00-29c1-102b-9a4a-00304854f820:ac2008,Lesser Long-tailed Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,monticola,,,"Goodman and Jenkins, 1998",ITIS,urn:lsid:catalogueoflife.org:taxon:ecf3db46-29c1-102b-9a4a-00304854f820:ac2008,Montane Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,nasoloi,,,"Jenkins and Goodman, 1999",ITIS,urn:lsid:catalogueoflife.org:taxon:ecf3dcf4-29c1-102b-9a4a-00304854f820:ac2008,Nasolo's Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,parvula,,,"G. Grandidier, 1934",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fad36-29c1-102b-9a4a-00304854f820:ac2008,Pygmy Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,principula,,,"Thomas, 1926",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fae62-29c1-102b-9a4a-00304854f820:ac2008,Greater Long-tailed Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,pusilla,,,"Major, 1896",ITIS,urn:lsid:catalogueoflife.org:taxon:f33faf8e-29c1-102b-9a4a-00304854f820:ac2008,Least Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,soricoides,,,"Jenkins, 1993",ITIS,urn:lsid:catalogueoflife.org:taxon:f00d80e8-29c1-102b-9a4a-00304854f820:ac2008,Shrew-toothed Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,taiva,,,"Major, 1896",ITIS,urn:lsid:catalogueoflife.org:taxon:ecf3d9a2-29c1-102b-9a4a-00304854f820:ac2008,Taiva Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,talazaci,,,"Major, 1896",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb0ba-29c1-102b-9a4a-00304854f820:ac2008,Talazac's Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Microgale,thomasi,,,"Major, 1896",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb1f0-29c1-102b-9a4a-00304854f820:ac2008,Thomas's Shrew Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Micropotamogale,lamottei,,,"Heim de Balsac, 1954",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb60a-29c1-102b-9a4a-00304854f820:ac2008,Nimba Otter Shrew,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Micropotamogale,ruwenzorii,,,"(de Witte and Frechkop, 1955)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb740-29c1-102b-9a4a-00304854f820:ac2008,Ruwenzori Otter Shrew,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Oryzorictes,hova,,,"A. Grandidier, 1870",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb31c-29c1-102b-9a4a-00304854f820:ac2008,Mole-like Rice Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Oryzorictes,tetradactylus,,,"Milne-Edwards and A. Grandidier, 1882",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb448-29c1-102b-9a4a-00304854f820:ac2008,Four-toed Rice Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Potamogale,velox,,,"(Du Chaillu, 1860)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fb876-29c1-102b-9a4a-00304854f820:ac2008,Giant Otter Shrew,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Setifer,setosus,,,"(Schreber, 1778)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fbbfa-29c1-102b-9a4a-00304854f820:ac2008,Greater Hedgehog Tenrec,,,,
Animalia,Chordata,Mammalia,Afrosoricida,Tenrecidae,Tenrec,ecaudatus,,,"(Schreber, 1778)",ITIS,urn:lsid:catalogueoflife.org:taxon:f33fbd30-29c1-102b-9a4a-00304854f820:ac2008,Tail-less Tenrec,,,,
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,,pronghorns,"(Ord, 1815)",ITIS,urn:lsid:catalogueoflife.org:taxon:df158b0a-29c1-102b-9a4a-00304854f820:ac2008,pronghorn,,,,
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,americana,pronghorns,"(Ord, 1815)",ITIS,urn:lsid:catalogueoflife.org:taxon:df158b0a-29c1-102b-9a4a-00304854f820:ac2008,pronghorn,"(Ord, 1815)",ITIS,urn:lsid:catalogueoflife.org:taxon:f45c3b76-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,mexicana,pronghorns,"(Ord, 1815)",ITIS,urn:lsid:catalogueoflife.org:taxon:df158b0a-29c1-102b-9a4a-00304854f820:ac2008,pronghorn,"Merriam, 1901",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b3b2de-29c1-102b-9a4a-00304854f820:ac2008,
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,peninsularis,pronghorns,"(Ord, 1815)",ITIS,urn:lsid:catalogueoflife.org:taxon:df158b0a-29c1-102b-9a4a-00304854f820:ac2008,pronghorn,"Nelson, 1912",ITIS,urn:lsid:catalogueoflife.org:taxon:f4b78cba-29c1-102b-9a4a-00304854f820:ac2008,peninsular pronghorn
Animalia,Chordata,Mammalia,Artiodactyla,Antilocapridae,Antilocapra,americana,sonoriensis,pronghorns,"(Ord, 1815)",ITIS,urn:lsid:catalogueoflife.org:taxon:df158b0a-29c1-102b-9a4a-00304854f820:ac2008,pronghorn,"Goldman, 1945",ITIS,urn:lsid:catalogueoflife.org:taxon:f5e11c5a-29c1-102b-9a4a-00304854f820:ac2008,Sonoran pronghorn
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Addax,nasomaculatus,,"sheep, goats, bovids, antelopes, cattle","(Blainville, 1816)",ITIS,urn:lsid:catalogueoflife.org:taxon:df213680-29c1-102b-9a4a-00304854f820:ac2008,addax,,,,
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Aepyceros,melampus,,"sheep, goats, bovids, antelopes, cattle","(Lichtenstein, 1812)",ITIS,urn:lsid:catalogueoflife.org:taxon:deb48e90-29c1-102b-9a4a-00304854f820:ac2008,impala,,,,
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Alcelaphus,buselaphus,,"sheep, goats, bovids, antelopes, cattle","(Pallas, 1766)",ITIS,urn:lsid:catalogueoflife.org:taxon:deb481ca-29c1-102b-9a4a-00304854f820:ac2008,hartebeest,,,,
Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Ammodorcas,clarkei,,"sheep, goats, bovids, antelopes, cattle","(Thomas, 1891)",ITIS,urn:lsid:catalogueoflife.org:taxon:deb489ea-29c1-102b-9a4a-00304854f820:ac2008,dibatag,,,,
